incident_id,created_at,narrative,indicator_value,indicator_type,account_id,status,scenario_label
INC-00106,2026-05-23 14:16:49,Alert on account ACC-001917 (SMB / Eastern Europe): observed impossible_travel and mfa_fatigue and anomalous_share_external. Source indicator 132.175.70.193 (ipv4) in associated telemetry. Severity medium. Awaiting triage.,132.175.70.193,ipv4,ACC-001917,new,account_takeover
INC-00107,2026-05-21 03:38:14,Alert on account ACC-000175 (Education / Southeast Asia): observed new_device_burst. Source indicator 250.167.121.19 (ipv4) in associated telemetry. Severity medium. Awaiting triage.,250.167.121.19,ipv4,ACC-000175,new,benign
INC-00108,2026-05-19 13:39:18,Alert on account ACC-000667 (Consumer / East Asia): observed malware_callback. Flagged indicator http://163.142.79.144:43421/i (url) in associated telemetry. Severity high. Awaiting triage.,http://163.142.79.144:43421/i,url,ACC-000667,new,malware_delivery
INC-00109,2026-05-14 04:01:49,Alert on account ACC-001020 (Mid-Market / Southeast Asia): observed malware_callback. Flagged indicator http://115.59.238.224:37310/bin.sh (url) in associated telemetry; suspected Mozi activity. Severity low. Awaiting triage.,http://115.59.238.224:37310/bin.sh,url,ACC-001020,new,malware_delivery
INC-00110,2026-05-25 12:59:05,Alert on account ACC-001336 (Education / South Asia): observed off_hours_admin and data_staging. Source indicator vault-share.com (domain) in associated telemetry. Severity low. Awaiting triage.,vault-share.com,domain,ACC-001336,new,insider_activity
INC-00111,2026-05-24 07:04:41,Alert on account ACC-000093 (Education / Middle East): observed new_device_burst and geo_velocity. Source indicator 85.74.163.226 (ipv4) in associated telemetry. Severity critical. Awaiting triage.,85.74.163.226,ipv4,ACC-000093,new,benign
INC-00112,2026-05-14 18:57:47,Alert on account ACC-001962 (Mid-Market / North America): observed api_token_abuse and bulk_account_creation. Source indicator 156.254.115.15 (ipv4) in associated telemetry. Severity low. Awaiting triage.,156.254.115.15,ipv4,ACC-001962,new,api_token_abuse
INC-00113,2026-05-13 13:39:08,Alert on account ACC-001874 (Reseller / Unknown): observed off_hours_admin and data_staging. Source indicator dropbox-auth.co (domain) in associated telemetry. Severity medium. Awaiting triage.,dropbox-auth.co,domain,ACC-001874,new,insider_activity
INC-00114,2026-05-31 21:47:31,Alert on account ACC-001687 (Consumer / East Asia): observed malware_callback and impossible_travel. Flagged indicator http://175.151.124.45:56539/bin.sh (url) in associated telemetry; suspected Mozi activity. Severity critical. Awaiting triage.,http://175.151.124.45:56539/bin.sh,url,ACC-001687,new,malware_delivery
INC-00115,2026-05-17 17:03:35,Alert on account ACC-001485 (Enterprise / South Asia): observed credential_stuffing and geo_velocity. Source indicator 31.75.90.149 (ipv4) in associated telemetry. Severity critical. Awaiting triage.,31.75.90.149,ipv4,ACC-001485,new,credential_stuffing
INC-00116,2026-05-18 03:15:37,Alert on account ACC-000082 (Consumer / East Asia): observed api_token_abuse and bulk_account_creation. Source indicator 211.242.40.226 (ipv4) in associated telemetry. Severity medium. Awaiting triage.,211.242.40.226,ipv4,ACC-000082,new,api_token_abuse
INC-00117,2026-05-31 03:30:08,Alert on account ACC-000991 (Education / Eastern Europe): observed new_device_burst and geo_velocity. Source indicator 25.40.29.187 (ipv4) in associated telemetry. Severity low. Awaiting triage.,25.40.29.187,ipv4,ACC-000991,new,benign
INC-00118,2026-05-24 23:52:16,Alert on account ACC-001625 (Reseller / Unknown): observed malware_callback. Flagged indicator https://178.16.52.66/Bin/ScreenConnect.ClientSetup.exe (url) in associated telemetry; suspected ConnectWise activity. Severity high. Awaiting triage.,https://178.16.52.66/Bin/ScreenConnect.ClientSetup.exe,url,ACC-001625,new,malware_delivery
INC-00119,2026-05-24 17:09:37,Alert on account ACC-001095 (SMB / Middle East): observed api_token_abuse and bulk_account_creation. Source indicator 89.190.69.149 (ipv4) in associated telemetry. Severity critical. Awaiting triage.,89.190.69.149,ipv4,ACC-001095,new,api_token_abuse
INC-00120,2026-05-25 07:44:55,Alert on account ACC-001016 (SMB / South Asia): observed suspicious_oauth_grant. Source indicator vault-files.co (domain) in associated telemetry. Severity critical. Awaiting triage.,vault-files.co,domain,ACC-001016,new,phishing_wave
INC-00121,2026-05-15 04:50:32,Alert on account ACC-000631 (SMB / Middle East): observed bulk_account_creation. Source indicator 80.61.128.98 (ipv4) in associated telemetry. Severity medium. Awaiting triage.,80.61.128.98,ipv4,ACC-000631,new,api_token_abuse
INC-00122,2026-05-23 13:51:20,Alert on account ACC-000128 (Consumer / Unknown): observed malware_callback. Flagged indicator https://drive.google.com/uc?export=download&id=1YIG7DOblHF_bleLcPyNPR5F64Mr8zOMk (url) in associated telemetry; suspected GuLoader activity. Severity high. Awaiting triage.,https://drive.google.com/uc?export=download&id=1YIG7DOblHF_bleLcPyNPR5F64Mr8zOMk,url,ACC-000128,new,malware_delivery
INC-00123,2026-05-22 13:16:22,Alert on account ACC-000936 (Reseller / Eastern Europe): observed credential_stuffing and geo_velocity. Source indicator 242.95.45.136 (ipv4) in associated telemetry. Severity high. Awaiting triage.,242.95.45.136,ipv4,ACC-000936,new,credential_stuffing
INC-00124,2026-05-23 00:10:40,Alert on account ACC-000163 (Mid-Market / West Africa): observed mass_file_download and anomalous_share_external. Source indicator cdn-auth.net (domain) in associated telemetry. Severity high. Awaiting triage.,cdn-auth.net,domain,ACC-000163,new,data_exfiltration
INC-00125,2026-05-24 18:34:28,Alert on account ACC-001736 (Consumer / Southeast Asia): observed credential_stuffing and geo_velocity. Source indicator 48.13.10.234 (ipv4) in associated telemetry. Severity critical. Awaiting triage.,48.13.10.234,ipv4,ACC-001736,new,credential_stuffing
INC-00126,2026-05-26 06:32:50,Alert on account ACC-000835 (Consumer / West Africa): observed malware_callback. Flagged indicator http://42.229.216.91:43653/bin.sh (url) in associated telemetry; suspected Mozi activity. Severity low. Awaiting triage.,http://42.229.216.91:43653/bin.sh,url,ACC-000835,new,malware_delivery
INC-00127,2026-05-23 22:15:09,Alert on account ACC-000523 (SMB / East Asia): observed api_token_abuse. Source indicator 185.127.125.2 (ipv4) in associated telemetry. Severity medium. Awaiting triage.,185.127.125.2,ipv4,ACC-000523,new,api_token_abuse
INC-00128,2026-05-26 21:23:47,Alert on account ACC-001317 (Education / Eastern Europe): observed suspicious_oauth_grant and geo_velocity. Source indicator vault-share.co (domain) in associated telemetry. Severity critical. Awaiting triage.,vault-share.co,domain,ACC-001317,new,phishing_wave
INC-00129,2026-05-14 22:50:25,Alert on account ACC-001408 (Mid-Market / Unknown): observed credential_stuffing. Source indicator 134.27.216.5 (ipv4) in associated telemetry. Severity critical. Awaiting triage.,134.27.216.5,ipv4,ACC-001408,new,credential_stuffing
INC-00130,2026-05-12 02:21:50,Alert on account ACC-000103 (Consumer / South Asia): observed api_token_abuse and bulk_account_creation. Source indicator 98.249.50.135 (ipv4) in associated telemetry. Severity critical. Awaiting triage.,98.249.50.135,ipv4,ACC-000103,new,api_token_abuse
INC-00131,2026-05-30 23:24:49,Alert on account ACC-000640 (Consumer / Middle East): observed impossible_travel and mfa_fatigue. Source indicator 60.95.29.60 (ipv4) in associated telemetry. Severity low. Awaiting triage.,60.95.29.60,ipv4,ACC-000640,new,account_takeover
INC-00132,2026-06-01 23:39:03,Alert on account ACC-000065 (Enterprise / South Asia): observed malware_callback and bulk_account_creation. Flagged indicator http://219.157.176.118:43716/bin.sh (url) in associated telemetry; suspected Mozi activity. Severity medium. Awaiting triage.,http://219.157.176.118:43716/bin.sh,url,ACC-000065,new,malware_delivery
INC-00133,2026-05-29 00:38:29,Alert on account ACC-001687 (Consumer / East Asia): observed off_hours_admin and data_staging. Source indicator login-sync.io (domain) in associated telemetry. Severity high. Awaiting triage.,login-sync.io,domain,ACC-001687,new,insider_activity
INC-00134,2026-05-21 17:58:14,Alert on account ACC-001431 (SMB / West Africa): observed mass_file_download and anomalous_share_external. Source indicator login-portal.net (domain) in associated telemetry. Severity medium. Awaiting triage.,login-portal.net,domain,ACC-001431,new,data_exfiltration
INC-00135,2026-05-23 07:58:46,Alert on account ACC-000104 (Education / Unknown): observed new_device_burst. Source indicator 70.40.240.253 (ipv4) in associated telemetry. Severity low. Awaiting triage.,70.40.240.253,ipv4,ACC-000104,new,benign
INC-00136,2026-05-25 23:49:49,Alert on account ACC-001583 (Education / East Asia): observed new_device_burst and geo_velocity. Source indicator 44.221.79.226 (ipv4) in associated telemetry. Severity high. Awaiting triage.,44.221.79.226,ipv4,ACC-001583,new,benign
INC-00137,2026-05-27 17:04:33,Alert on account ACC-001700 (Reseller / North America): observed suspicious_oauth_grant. Source indicator update-share.com (domain) in associated telemetry. Severity low. Awaiting triage.,update-share.com,domain,ACC-001700,new,phishing_wave
INC-00138,2026-05-11 07:55:54,Alert on account ACC-000707 (Consumer / West Africa): observed suspicious_oauth_grant. Source indicator login-files.com (domain) in associated telemetry. Severity low. Awaiting triage.,login-files.com,domain,ACC-000707,new,phishing_wave
INC-00139,2026-05-11 12:44:36,Alert on account ACC-001181 (Reseller / South Asia): observed api_token_abuse and bulk_account_creation. Source indicator 118.39.33.25 (ipv4) in associated telemetry. Severity critical. Awaiting triage.,118.39.33.25,ipv4,ACC-001181,new,api_token_abuse
INC-00140,2026-05-11 23:36:03,Alert on account ACC-001684 (Enterprise / Middle East): observed impossible_travel and mfa_fatigue. Source indicator 64.166.36.245 (ipv4) in associated telemetry. Severity critical. Awaiting triage.,64.166.36.245,ipv4,ACC-001684,new,account_takeover
INC-00141,2026-05-21 14:43:11,Alert on account ACC-001060 (Education / Middle East): observed malware_callback. Flagged indicator http://185.234.100.154/Binary/kwari.arm5 (url) in associated telemetry; suspected Mirai activity. Severity medium. Awaiting triage.,http://185.234.100.154/Binary/kwari.arm5,url,ACC-001060,new,malware_delivery
INC-00142,2026-05-21 23:48:52,Alert on account ACC-000667 (Consumer / East Asia): observed new_device_burst and geo_velocity and mass_file_download. Source indicator 107.201.210.115 (ipv4) in associated telemetry. Severity critical. Awaiting triage.,107.201.210.115,ipv4,ACC-000667,new,benign
INC-00143,2026-05-24 15:51:47,Alert on account ACC-001929 (Mid-Market / North America): observed api_token_abuse and bulk_account_creation. Source indicator 70.237.19.114 (ipv4) in associated telemetry. Severity critical. Awaiting triage.,70.237.19.114,ipv4,ACC-001929,new,api_token_abuse
INC-00144,2026-05-28 14:30:26,Alert on account ACC-001950 (Consumer / Eastern Europe): observed impossible_travel and mfa_fatigue. Source indicator 123.23.208.226 (ipv4) in associated telemetry. Severity medium. Awaiting triage.,123.23.208.226,ipv4,ACC-001950,new,account_takeover
INC-00145,2026-05-19 18:44:15,Alert on account ACC-000730 (Consumer / Eastern Europe): observed credential_stuffing and geo_velocity. Source indicator 5.183.65.60 (ipv4) in associated telemetry. Severity medium. Awaiting triage.,5.183.65.60,ipv4,ACC-000730,new,credential_stuffing
INC-00146,2026-05-13 15:28:47,Alert on account ACC-000747 (SMB / North America): observed api_token_abuse and bulk_account_creation. Source indicator 76.99.246.67 (ipv4) in associated telemetry. Severity critical. Awaiting triage.,76.99.246.67,ipv4,ACC-000747,new,api_token_abuse
INC-00147,2026-06-01 19:46:37,Alert on account ACC-001923 (Mid-Market / Middle East): observed malware_callback. Flagged indicator http://vps36563.maxko-hosting.net/FBI.sh4 (url) in associated telemetry; suspected Gafgyt activity. Severity high. Awaiting triage.,http://vps36563.maxko-hosting.net/FBI.sh4,url,ACC-001923,new,malware_delivery
INC-00148,2026-05-12 02:44:29,Alert on account ACC-001615 (Reseller / East Asia): observed credential_stuffing. Source indicator 167.159.73.15 (ipv4) in associated telemetry. Severity low. Awaiting triage.,167.159.73.15,ipv4,ACC-001615,new,credential_stuffing
INC-00149,2026-06-01 03:15:43,Alert on account ACC-000931 (Reseller / Eastern Europe): observed malware_callback. Flagged indicator http://www.vame.be/qwertyuiop.png (url) in associated telemetry. Severity low. Awaiting triage.,http://www.vame.be/qwertyuiop.png,url,ACC-000931,new,malware_delivery
INC-00150,2026-05-13 06:40:51,Alert on account ACC-000848 (Consumer / East Asia): observed off_hours_admin and data_staging. Source indicator secure-sync.com (domain) in associated telemetry. Severity low. Awaiting triage.,secure-sync.com,domain,ACC-000848,new,insider_activity
INC-00151,2026-05-11 17:31:01,Alert on account ACC-000474 (Mid-Market / East Asia): observed mass_file_download and anomalous_share_external. Source indicator cdn-files.co (domain) in associated telemetry. Severity low. Awaiting triage.,cdn-files.co,domain,ACC-000474,new,data_exfiltration
INC-00152,2026-05-22 03:13:00,Alert on account ACC-000851 (Reseller / Southeast Asia): observed api_token_abuse and bulk_account_creation. Source indicator 167.248.46.6 (ipv4) in associated telemetry. Severity medium. Awaiting triage.,167.248.46.6,ipv4,ACC-000851,new,api_token_abuse
INC-00153,2026-05-19 13:31:34,Alert on account ACC-000147 (Reseller / South Asia): observed mass_file_download and anomalous_share_external. Source indicator vault-sync.io (domain) in associated telemetry. Severity medium. Awaiting triage.,vault-sync.io,domain,ACC-000147,new,data_exfiltration
INC-00154,2026-05-28 10:27:46,Alert on account ACC-001662 (Consumer / East Asia): observed impossible_travel and mfa_fatigue. Source indicator 216.227.201.206 (ipv4) in associated telemetry. Severity critical. Awaiting triage.,216.227.201.206,ipv4,ACC-001662,new,account_takeover
INC-00155,2026-05-18 08:30:27,Alert on account ACC-000252 (Enterprise / East Asia): observed mass_file_download and anomalous_share_external. Source indicator vault-auth.net (domain) in associated telemetry. Severity high. Awaiting triage.,vault-auth.net,domain,ACC-000252,new,data_exfiltration
INC-00156,2026-05-19 19:36:00,Alert on account ACC-001256 (Consumer / Unknown): observed off_hours_admin and data_staging. Source indicator secure-portal.net (domain) in associated telemetry. Severity low. Awaiting triage.,secure-portal.net,domain,ACC-001256,new,insider_activity
INC-00157,2026-05-17 18:39:11,Alert on account ACC-001409 (Consumer / Unknown): observed new_device_burst and geo_velocity. Source indicator 66.6.226.238 (ipv4) in associated telemetry. Severity high. Awaiting triage.,66.6.226.238,ipv4,ACC-001409,new,benign
INC-00158,2026-05-22 04:01:12,Alert on account ACC-000680 (Mid-Market / East Asia): observed new_device_burst and geo_velocity. Source indicator 63.218.101.155 (ipv4) in associated telemetry. Severity critical. Awaiting triage.,63.218.101.155,ipv4,ACC-000680,new,benign
INC-00159,2026-05-12 12:09:52,Alert on account ACC-000329 (Consumer / Middle East): observed off_hours_admin and data_staging. Source indicator login-portal.co (domain) in associated telemetry. Severity critical. Awaiting triage.,login-portal.co,domain,ACC-000329,new,insider_activity
INC-00160,2026-06-01 23:48:03,Alert on account ACC-001856 (Mid-Market / North America): observed credential_stuffing and geo_velocity and bulk_account_creation. Source indicator 134.90.148.224 (ipv4) in associated telemetry. Severity low. Awaiting triage.,134.90.148.224,ipv4,ACC-001856,new,credential_stuffing
INC-00161,2026-05-14 17:52:31,Alert on account ACC-000586 (Mid-Market / Middle East): observed credential_stuffing and geo_velocity. Source indicator 171.36.8.145 (ipv4) in associated telemetry. Severity high. Awaiting triage.,171.36.8.145,ipv4,ACC-000586,new,credential_stuffing
INC-00162,2026-05-28 01:26:45,Alert on account ACC-001448 (Education / Eastern Europe): observed api_token_abuse and bulk_account_creation and geo_velocity. Source indicator 93.133.113.155 (ipv4) in associated telemetry. Severity medium. Awaiting triage.,93.133.113.155,ipv4,ACC-001448,new,api_token_abuse
INC-00163,2026-05-12 01:35:40,Alert on account ACC-001621 (Education / South Asia): observed new_device_burst and geo_velocity. Source indicator 181.236.147.151 (ipv4) in associated telemetry. Severity low. Awaiting triage.,181.236.147.151,ipv4,ACC-001621,new,benign
INC-00164,2026-06-01 13:42:31,Alert on account ACC-000426 (Mid-Market / Eastern Europe): observed malware_callback. Flagged indicator http://104.143.206.116/miraint.m68k (url) in associated telemetry; suspected Mirai activity. Severity low. Awaiting triage.,http://104.143.206.116/miraint.m68k,url,ACC-000426,new,malware_delivery
INC-00165,2026-05-22 08:32:29,Alert on account ACC-001662 (Consumer / East Asia): observed impossible_travel and mfa_fatigue. Source indicator 202.75.12.249 (ipv4) in associated telemetry. Severity low. Awaiting triage.,202.75.12.249,ipv4,ACC-001662,new,account_takeover
INC-00166,2026-05-18 10:56:44,Alert on account ACC-001859 (Consumer / North America): observed suspicious_oauth_grant. Source indicator vault-auth.io (domain) in associated telemetry. Severity high. Awaiting triage.,vault-auth.io,domain,ACC-001859,new,phishing_wave
INC-00167,2026-05-31 07:51:33,Alert on account ACC-001743 (SMB / Middle East): observed mass_file_download and anomalous_share_external. Source indicator update-share.io (domain) in associated telemetry. Severity high. Awaiting triage.,update-share.io,domain,ACC-001743,new,data_exfiltration
INC-00168,2026-05-14 14:28:57,Alert on account ACC-000785 (Education / Southeast Asia): observed malware_callback and anomalous_share_external. Flagged indicator http://115.59.238.224:37310/i (url) in associated telemetry; suspected Mozi activity. Severity medium. Awaiting triage.,http://115.59.238.224:37310/i,url,ACC-000785,new,malware_delivery
INC-00169,2026-05-26 09:54:50,Alert on account ACC-000889 (Consumer / Middle East): observed mass_file_download and anomalous_share_external. Source indicator login-share.com (domain) in associated telemetry. Severity medium. Awaiting triage.,login-share.com,domain,ACC-000889,new,data_exfiltration
INC-00170,2026-05-22 02:22:29,Alert on account ACC-000546 (SMB / Middle East): observed credential_stuffing and geo_velocity and new_device_burst. Source indicator 201.25.248.69 (ipv4) in associated telemetry. Severity high. Awaiting triage.,201.25.248.69,ipv4,ACC-000546,new,credential_stuffing
INC-00171,2026-05-15 04:38:42,Alert on account ACC-001613 (Reseller / West Africa): observed impossible_travel and mfa_fatigue. Source indicator 213.163.167.241 (ipv4) in associated telemetry. Severity medium. Awaiting triage.,213.163.167.241,ipv4,ACC-001613,new,account_takeover
INC-00172,2026-05-28 09:19:58,Alert on account ACC-000964 (Mid-Market / Unknown): observed credential_stuffing and geo_velocity. Source indicator 10.143.89.145 (ipv4) in associated telemetry. Severity high. Awaiting triage.,10.143.89.145,ipv4,ACC-000964,new,credential_stuffing
INC-00173,2026-05-22 05:12:10,Alert on account ACC-001382 (SMB / Eastern Europe): observed credential_stuffing and geo_velocity. Source indicator 204.215.95.34 (ipv4) in associated telemetry. Severity high. Awaiting triage.,204.215.95.34,ipv4,ACC-001382,new,credential_stuffing
INC-00174,2026-05-20 00:34:32,Alert on account ACC-001281 (Enterprise / South Asia): observed credential_stuffing and geo_velocity. Source indicator 127.206.190.227 (ipv4) in associated telemetry. Severity medium. Awaiting triage.,127.206.190.227,ipv4,ACC-001281,new,credential_stuffing
INC-00175,2026-05-18 20:15:53,Alert on account ACC-000115 (SMB / Southeast Asia): observed geo_velocity. Source indicator 163.215.237.15 (ipv4) in associated telemetry. Severity high. Awaiting triage.,163.215.237.15,ipv4,ACC-000115,new,credential_stuffing
INC-00176,2026-05-31 06:45:49,Alert on account ACC-001568 (Consumer / Eastern Europe): observed suspicious_oauth_grant. Source indicator secure-share.com (domain) in associated telemetry. Severity low. Awaiting triage.,secure-share.com,domain,ACC-001568,new,phishing_wave
INC-00177,2026-05-13 19:56:30,Alert on account ACC-000976 (SMB / Unknown): observed credential_stuffing and geo_velocity. Source indicator 168.233.53.229 (ipv4) in associated telemetry. Severity low. Awaiting triage.,168.233.53.229,ipv4,ACC-000976,new,credential_stuffing
INC-00178,2026-05-16 08:02:26,Alert on account ACC-001036 (Reseller / Middle East): observed new_device_burst and geo_velocity. Source indicator 50.34.38.158 (ipv4) in associated telemetry. Severity low. Awaiting triage.,50.34.38.158,ipv4,ACC-001036,new,benign
INC-00179,2026-05-28 14:57:18,Alert on account ACC-001558 (Consumer / Middle East): observed credential_stuffing and geo_velocity. Source indicator 34.148.113.234 (ipv4) in associated telemetry. Severity critical. Awaiting triage.,34.148.113.234,ipv4,ACC-001558,new,credential_stuffing
INC-00180,2026-05-17 22:36:37,Alert on account ACC-000858 (Reseller / Southeast Asia): observed malware_callback. Flagged indicator https://drive.google.com/uc?export=download&id=1z_o0dyBE-ElCt5XejBcobF38AXt8XLwt (url) in associated telemetry; suspected GuLoader activity. Severity critical. Awaiting triage.,https://drive.google.com/uc?export=download&id=1z_o0dyBE-ElCt5XejBcobF38AXt8XLwt,url,ACC-000858,new,malware_delivery
INC-00181,2026-05-22 12:07:28,Alert on account ACC-001666 (SMB / Middle East): observed new_device_burst and geo_velocity. Source indicator 185.58.242.38 (ipv4) in associated telemetry. Severity medium. Awaiting triage.,185.58.242.38,ipv4,ACC-001666,new,benign
INC-00182,2026-05-24 19:44:34,Alert on account ACC-000940 (Enterprise / South Asia): observed malware_callback. Flagged indicator http://110.36.1.200:54317/bin.sh (url) in associated telemetry; suspected Mozi activity. Severity medium. Awaiting triage.,http://110.36.1.200:54317/bin.sh,url,ACC-000940,new,malware_delivery
INC-00183,2026-05-14 14:19:35,Alert on account ACC-001018 (Education / Eastern Europe): observed api_token_abuse and bulk_account_creation. Source indicator 221.116.8.91 (ipv4) in associated telemetry. Severity high. Awaiting triage.,221.116.8.91,ipv4,ACC-001018,new,api_token_abuse
INC-00184,2026-05-16 08:01:12,Alert on account ACC-001521 (Mid-Market / Eastern Europe): observed impossible_travel and mfa_fatigue. Source indicator 113.44.190.129 (ipv4) in associated telemetry. Severity medium. Awaiting triage.,113.44.190.129,ipv4,ACC-001521,new,account_takeover
INC-00185,2026-05-15 23:20:25,Alert on account ACC-000822 (SMB / Eastern Europe): observed api_token_abuse and bulk_account_creation. Source indicator 193.97.14.243 (ipv4) in associated telemetry. Severity low. Awaiting triage.,193.97.14.243,ipv4,ACC-000822,new,api_token_abuse
INC-00186,2026-05-16 12:27:42,Alert on account ACC-000819 (Enterprise / Unknown): observed off_hours_admin and data_staging and api_token_abuse. Source indicator vault-share.com (domain) in associated telemetry. Severity critical. Awaiting triage.,vault-share.com,domain,ACC-000819,new,insider_activity
INC-00187,2026-05-20 00:18:03,Alert on account ACC-000110 (Education / Middle East): observed suspicious_oauth_grant. Source indicator dropbox-sync.co (domain) in associated telemetry. Severity medium. Awaiting triage.,dropbox-sync.co,domain,ACC-000110,new,phishing_wave
INC-00188,2026-05-12 01:59:51,Alert on account ACC-000110 (Education / Middle East): observed new_device_burst and geo_velocity. Source indicator 68.105.1.214 (ipv4) in associated telemetry. Severity medium. Awaiting triage.,68.105.1.214,ipv4,ACC-000110,new,benign
INC-00189,2026-05-15 17:49:54,Alert on account ACC-001486 (Consumer / Southeast Asia): observed mass_file_download and anomalous_share_external. Source indicator secure-share.net (domain) in associated telemetry. Severity medium. Awaiting triage.,secure-share.net,domain,ACC-001486,new,data_exfiltration
INC-00190,2026-06-01 04:46:11,Alert on account ACC-001561 (Enterprise / Southeast Asia): observed malware_callback. Flagged indicator http://115.48.55.193:46893/bin.sh (url) in associated telemetry; suspected Mozi activity. Severity critical. Awaiting triage.,http://115.48.55.193:46893/bin.sh,url,ACC-001561,new,malware_delivery
INC-00191,2026-05-19 02:49:20,Alert on account ACC-000571 (Reseller / South Asia): observed impossible_travel and mfa_fatigue and geo_velocity. Source indicator 229.127.220.10 (ipv4) in associated telemetry. Severity critical. Awaiting triage.,229.127.220.10,ipv4,ACC-000571,new,account_takeover
INC-00192,2026-05-30 03:52:56,Alert on account ACC-001637 (Reseller / Unknown): observed off_hours_admin and data_staging and mass_file_download. Source indicator login-portal.net (domain) in associated telemetry. Severity high. Awaiting triage.,login-portal.net,domain,ACC-001637,new,insider_activity
INC-00193,2026-05-17 03:45:59,Alert on account ACC-001169 (Education / Unknown): observed off_hours_admin and data_staging. Source indicator secure-share.com (domain) in associated telemetry. Severity low. Awaiting triage.,secure-share.com,domain,ACC-001169,new,insider_activity
INC-00194,2026-05-19 20:28:56,Alert on account ACC-001687 (Consumer / East Asia): observed credential_stuffing and geo_velocity. Source indicator 68.192.252.68 (ipv4) in associated telemetry. Severity critical. Awaiting triage.,68.192.252.68,ipv4,ACC-001687,new,credential_stuffing
INC-00195,2026-05-19 20:46:16,Alert on account ACC-000369 (SMB / East Asia): observed malware_callback. Flagged indicator https://drive.google.com/uc?export=download&id=1gQu2gDfdL5YpUWFw2n8kDGSAj_bS81Vc (url) in associated telemetry; suspected GuLoader activity. Severity medium. Awaiting triage.,https://drive.google.com/uc?export=download&id=1gQu2gDfdL5YpUWFw2n8kDGSAj_bS81Vc,url,ACC-000369,new,malware_delivery
INC-00196,2026-05-19 14:34:45,Alert on account ACC-001357 (Enterprise / North America): observed impossible_travel and mfa_fatigue. Source indicator 3.43.137.40 (ipv4) in associated telemetry. Severity medium. Awaiting triage.,3.43.137.40,ipv4,ACC-001357,new,account_takeover
INC-00197,2026-05-21 14:38:59,Alert on account ACC-001322 (Consumer / Eastern Europe): observed credential_stuffing and geo_velocity. Source indicator 242.181.238.86 (ipv4) in associated telemetry. Severity medium. Awaiting triage.,242.181.238.86,ipv4,ACC-001322,new,credential_stuffing
INC-00198,2026-05-17 22:51:01,Alert on account ACC-000523 (SMB / East Asia): observed malware_callback. Flagged indicator http://112.93.138.255:34846/i (url) in associated telemetry; suspected Mozi activity. Severity critical. Awaiting triage.,http://112.93.138.255:34846/i,url,ACC-000523,new,malware_delivery
INC-00199,2026-05-16 08:58:15,Alert on account ACC-000272 (Reseller / South Asia): observed api_token_abuse and bulk_account_creation and mass_file_download. Source indicator 51.40.165.221 (ipv4) in associated telemetry. Severity low. Awaiting triage.,51.40.165.221,ipv4,ACC-000272,new,api_token_abuse
INC-00200,2026-05-29 05:24:16,Alert on account ACC-001035 (Reseller / Southeast Asia): observed off_hours_admin and data_staging. Source indicator secure-sync.com (domain) in associated telemetry. Severity medium. Awaiting triage.,secure-sync.com,domain,ACC-001035,new,insider_activity
INC-00201,2026-05-12 01:45:20,Alert on account ACC-001408 (Mid-Market / Unknown): observed api_token_abuse and bulk_account_creation and data_staging. Source indicator 104.243.232.19 (ipv4) in associated telemetry. Severity medium. Awaiting triage.,104.243.232.19,ipv4,ACC-001408,new,api_token_abuse
INC-00202,2026-05-18 10:51:40,Alert on account ACC-001738 (Education / Unknown): observed credential_stuffing and geo_velocity. Source indicator 35.47.14.219 (ipv4) in associated telemetry. Severity low. Awaiting triage.,35.47.14.219,ipv4,ACC-001738,new,credential_stuffing
INC-00203,2026-05-16 04:12:09,Alert on account ACC-001016 (SMB / South Asia): observed api_token_abuse and bulk_account_creation. Source indicator 244.213.188.213 (ipv4) in associated telemetry. Severity medium. Awaiting triage.,244.213.188.213,ipv4,ACC-001016,new,api_token_abuse
INC-00204,2026-05-13 06:16:02,Alert on account ACC-001578 (Consumer / Unknown): observed api_token_abuse and bulk_account_creation and data_staging. Source indicator 251.182.21.97 (ipv4) in associated telemetry. Severity high. Awaiting triage.,251.182.21.97,ipv4,ACC-001578,new,api_token_abuse
INC-00205,2026-05-30 15:07:52,Alert on account ACC-001344 (SMB / Southeast Asia): observed suspicious_oauth_grant. Source indicator update-share.com (domain) in associated telemetry. Severity low. Awaiting triage.,update-share.com,domain,ACC-001344,new,phishing_wave
INC-00206,2026-06-01 03:28:35,Alert on account ACC-001767 (Mid-Market / East Asia): observed off_hours_admin and data_staging. Source indicator secure-portal.co (domain) in associated telemetry. Severity low. Awaiting triage.,secure-portal.co,domain,ACC-001767,new,insider_activity
INC-00207,2026-05-16 08:33:05,Alert on account ACC-001996 (Education / Southeast Asia): observed malware_callback. Flagged indicator http://42.229.216.91:43653/bin.sh (url) in associated telemetry; suspected Mozi activity. Severity low. Awaiting triage.,http://42.229.216.91:43653/bin.sh,url,ACC-001996,new,malware_delivery
INC-00208,2026-05-27 18:33:34,Alert on account ACC-001516 (Education / Unknown): observed api_token_abuse and bulk_account_creation. Source indicator 12.150.15.200 (ipv4) in associated telemetry. Severity medium. Awaiting triage.,12.150.15.200,ipv4,ACC-001516,new,api_token_abuse
INC-00209,2026-05-20 23:36:48,Alert on account ACC-001726 (Mid-Market / South Asia): observed bulk_account_creation. Source indicator 175.242.62.184 (ipv4) in associated telemetry. Severity critical. Awaiting triage.,175.242.62.184,ipv4,ACC-001726,new,api_token_abuse
