investigation_id,title,analyst,related_account_id,status,severity,opened_at,closed_at,summary,detailed_notes,source_methods
INV-00067,Malware C2 callback,j.fletcher,ACC-000688,closed,medium,2025-08-31 18:37:11,2025-11-24 10:15:38,Triaged medium malware delivery signal cluster; contained; host isolated.,Pivoted from CrowdStrike Falcon X feed. Observed malware_callback and geo_velocity. Enriched 34 indicators against the URLhaus feed; pivoted to the associated campaign and sibling indicators; assessed blast radius across 4 accounts. Response: suspended the account. Outcome: contained; host isolated. HUMINT note: source A reliability B2.,Court-ordered log pull; collection method undercover channel.
INV-00068,Confirmed data exfiltration,r.kowalski,ACC-001597,open,critical,2025-09-05 17:22:25,2025-09-17 18:01:12,Reviewed critical data exfiltration signal cluster; escalated to IR.,"Pivoted from Internal Honeypot feed. Observed mass_file_download and anomalous_share_external. Pulled the account risk score (band critical); assessed blast radius across 6 accounts. Response: disabled external sharing, suspended the account, queued for manual review. Outcome: escalated to IR. HUMINT note: sub-judice — legal hold.",Internal EDR; collection method endpoint memory capture.
INV-00069,Reported phishing,s.delgado,ACC-001597,closed,low,2026-04-14 10:07:54,,Investigated low phishing wave signal cluster; contained; malicious grant revoked.,"Pivoted from VirusTotal feed. Observed suspicious_oauth_grant. Pulled the account risk score (band medium). Response: revoked active sessions, enforced MFA re-enrollment, queued for manual review. Outcome: contained; malicious grant revoked. HUMINT note: source A reliability B2.",Court-ordered log pull; collection method authenticated API audit.
INV-00070,Bulk account creation,r.kowalski,,in_review,critical,2025-11-06 03:02:47,2025-11-16 12:23:19,Reviewed critical api token abuse signal cluster; closed as benign.,Pivoted from VirusTotal feed. Observed api_token_abuse and bulk_account_creation. Pulled the account risk score (band high). Response: disabled external sharing. Outcome: closed as benign. HUMINT note: do not disclose to partner orgs.,Confidential partner feed; collection method passive DNS.
INV-00071,Credential stuffing wave,s.delgado,ACC-001608,escalated,low,2025-11-01 08:59:58,,Triaged low credential stuffing signal cluster; contained.,"Pivoted from Recorded Future feed. Observed credential_stuffing and geo_velocity and mfa_fatigue. Pulled the account risk score (band critical). Response: applied API rate limiting, forced a credential reset. Outcome: contained. HUMINT note: sub-judice — legal hold.",Court-ordered log pull; collection method undercover channel.
INV-00072,Insider data staging,j.fletcher,ACC-001282,closed,high,2025-06-21 16:09:32,,Triaged high insider activity signal cluster; monitoring continues; legal hold applied.,"Pivoted from Mandiant feed. Observed off_hours_admin and data_staging. Pulled the account risk score (band low); assessed blast radius across 3 accounts. Response: queued for manual review, disabled external sharing. Outcome: monitoring continues; legal hold applied. HUMINT note: sub-judice — legal hold.",Internal EDR; collection method endpoint memory capture.
INV-00073,Potential data exfiltration,m.chen,ACC-000110,escalated,high,2025-07-02 16:52:38,2025-07-16 19:31:44,Reviewed high data exfiltration signal cluster; escalated to IR.,"Pivoted from Confidential HUMINT feed. Observed mass_file_download and anomalous_share_external. Pulled the account risk score (band high); assessed blast radius across 2 accounts. Response: disabled external sharing, suspended the account, queued for manual review. Outcome: escalated to IR. HUMINT note: sub-judice — legal hold.",Honeypot telemetry; collection method authenticated API audit.
INV-00074,Phishing wave,m.chen,ACC-000888,false_positive,low,2025-10-05 08:53:00,,Reviewed low phishing wave signal cluster; contained; malicious grant revoked.,"Pivoted from Confidential HUMINT feed. Observed suspicious_oauth_grant. Pulled the account risk score (band medium). Response: revoked active sessions, enforced MFA re-enrollment, queued for manual review. Outcome: contained; malicious grant revoked. HUMINT note: do not disclose to partner orgs.",Confidential partner feed; collection method endpoint memory capture.
INV-00075,Potential malware delivery,j.fletcher,,false_positive,medium,2026-04-11 01:30:39,,Triaged medium malware delivery signal cluster; contained; host isolated.,Pivoted from VirusTotal feed. Observed malware_callback. Enriched 17 indicators against the URLhaus feed; pivoted to the associated campaign and sibling indicators; assessed blast radius across 2 accounts. Response: suspended the account. Outcome: contained; host isolated. HUMINT note: source A reliability B2.,Court-ordered log pull; collection method endpoint memory capture.
INV-00076,Anomalous internal access,c.ramirez,ACC-001995,closed,low,2025-12-15 23:24:36,2026-02-05 19:00:20,Investigated low insider activity signal cluster; monitoring continues; legal hold applied.,"Pivoted from Confidential HUMINT feed. Observed off_hours_admin and data_staging. Pulled the account risk score (band low); assessed blast radius across 3 accounts. Response: queued for manual review, disabled external sharing. Outcome: monitoring continues; legal hold applied. HUMINT note: source A reliability B2.",Court-ordered log pull; collection method undercover channel.
INV-00077,OAuth consent phishing,a.okafor,ACC-001859,closed,medium,2025-10-24 19:25:30,,Investigated medium phishing wave signal cluster; escalated to IR.,Pivoted from Recorded Future feed. Observed suspicious_oauth_grant. Pulled the account risk score (band low). Response: revoked active sessions. Outcome: escalated to IR. HUMINT note: sub-judice — legal hold.,Court-ordered log pull; collection method endpoint memory capture.
INV-00078,Phishing wave,r.kowalski,ACC-000931,closed,low,2025-10-20 07:04:47,,Reviewed low phishing wave signal cluster; contained; malicious grant revoked.,"Pivoted from Recorded Future feed. Observed suspicious_oauth_grant. Pulled the account risk score (band medium). Response: revoked active sessions, enforced MFA re-enrollment, queued for manual review. Outcome: contained; malicious grant revoked. HUMINT note: sub-judice — legal hold.",Confidential partner feed; collection method endpoint memory capture.
INV-00079,Anomalous login reviewed,p.novak,ACC-001337,open,high,2025-10-26 14:55:29,,Investigated high benign signal cluster; closed as benign; false positive.,Pivoted from Mandiant feed. Observed new_device_burst and geo_velocity and data_staging. Pulled the account risk score (band critical). Response: took no action (cleared). Outcome: closed as benign; false positive. HUMINT note: source A reliability B2.,Honeypot telemetry; collection method endpoint memory capture.
INV-00080,Malware C2 callback,a.okafor,ACC-001042,open,low,2025-12-13 17:34:30,2025-12-20 05:04:58,Reviewed low malware delivery signal cluster; contained; host isolated.,Pivoted from CrowdStrike Falcon X feed. Observed malware_callback and mass_file_download. Enriched 23 indicators against the URLhaus feed; pivoted to the associated campaign and sibling indicators; assessed blast radius across 5 accounts. Response: suspended the account. Outcome: contained; host isolated. HUMINT note: sub-judice — legal hold.,Court-ordered log pull; collection method passive DNS.
INV-00081,Anomalous bulk export,c.ramirez,ACC-000721,in_review,critical,2025-11-01 21:41:29,,Reviewed critical data exfiltration signal cluster; escalated to IR.,"Pivoted from Mandiant feed. Observed mass_file_download and anomalous_share_external. Pulled the account risk score (band low); assessed blast radius across 5 accounts. Response: disabled external sharing, suspended the account, queued for manual review. Outcome: escalated to IR. HUMINT note: do not disclose to partner orgs.",Internal EDR; collection method undercover channel.
INV-00082,Anomalous login reviewed,p.novak,,false_positive,low,2026-01-20 04:06:08,2026-02-17 01:00:13,Investigated low benign signal cluster; escalated to IR.,Pivoted from Confidential HUMINT feed. Observed new_device_burst and geo_velocity. Pulled the account risk score (band high). Response: queued for manual review. Outcome: escalated to IR. HUMINT note: source A reliability B2.,Internal EDR; collection method passive DNS.
INV-00083,Insider data staging,t.ibrahim,ACC-000753,closed,low,2025-12-09 04:46:17,2026-01-28 10:45:49,Investigated low insider activity signal cluster; escalated to IR.,Pivoted from CrowdStrike Falcon X feed. Observed off_hours_admin and data_staging. Pulled the account risk score (band high); assessed blast radius across 1 accounts. Response: enforced MFA re-enrollment. Outcome: escalated to IR. HUMINT note: source A reliability B2.,Confidential partner feed; collection method undercover channel.
INV-00084,Malware C2 callback,m.chen,,escalated,low,2025-06-10 23:22:46,2025-08-05 18:26:35,Triaged low malware delivery signal cluster; contained; host isolated.,Pivoted from CrowdStrike Falcon X feed. Observed malware_callback. Enriched 25 indicators against the URLhaus feed; pivoted to the associated campaign and sibling indicators; assessed blast radius across 6 accounts. Response: suspended the account. Outcome: contained; host isolated. HUMINT note: source A reliability B2.,Court-ordered log pull; collection method passive DNS.
INV-00085,Anomalous login reviewed,t.ibrahim,ACC-001806,closed,high,2025-12-04 23:21:45,2025-12-30 22:38:08,Triaged high benign signal cluster; reclassified after review.,Pivoted from Abuse.ch feed. Observed new_device_burst and geo_velocity. Pulled the account risk score (band medium). Response: applied API rate limiting. Outcome: reclassified after review. HUMINT note: source A reliability B2.,Honeypot telemetry; collection method passive DNS.
INV-00086,Confirmed data exfiltration,p.novak,,closed,critical,2025-09-12 00:00:18,,Triaged critical data exfiltration signal cluster; escalated to IR.,"Pivoted from Mandiant feed. Observed anomalous_share_external. Pulled the account risk score (band medium); assessed blast radius across 2 accounts. Response: disabled external sharing, suspended the account, queued for manual review. Outcome: escalated to IR. HUMINT note: sub-judice — legal hold.",Confidential partner feed; collection method passive DNS.
INV-00087,Anomalous bulk export,r.kowalski,ACC-001000,closed,high,2025-08-29 13:55:35,2025-09-05 10:11:01,Investigated high data exfiltration signal cluster; escalated to IR.,"Pivoted from ISAC Share feed. Observed mass_file_download. Pulled the account risk score (band low); assessed blast radius across 5 accounts. Response: disabled external sharing, suspended the account, queued for manual review. Outcome: escalated to IR. HUMINT note: source A reliability B2.",Internal EDR; collection method undercover channel.
INV-00088,Reported account takeover,s.delgado,,in_review,medium,2025-11-16 22:27:21,2025-12-31 13:29:04,Reviewed medium account takeover signal cluster; contained; no customer impact confirmed.,"Pivoted from Abuse.ch feed. Observed impossible_travel and mfa_fatigue. Pulled the account risk score (band critical); assessed blast radius across 1 accounts. Response: forced a credential reset, revoked active sessions, enforced MFA re-enrollment. Outcome: contained; no customer impact confirmed. HUMINT note: source A reliability B2.",Internal EDR; collection method undercover channel.
INV-00089,Reported phishing,s.delgado,,in_review,high,2025-12-23 23:44:51,,Reviewed high phishing wave signal cluster; contained; malicious grant revoked.,"Pivoted from ISAC Share feed. Observed suspicious_oauth_grant. Pulled the account risk score (band high). Response: revoked active sessions, enforced MFA re-enrollment, queued for manual review. Outcome: contained; malicious grant revoked. HUMINT note: sub-judice — legal hold.",Internal EDR; collection method undercover channel.
INV-00090,Suspicious account takeover,p.novak,ACC-001726,false_positive,critical,2025-10-28 13:34:01,2025-12-29 00:26:46,Triaged critical account takeover signal cluster; closed as benign.,Pivoted from Recorded Future feed. Observed impossible_travel and mfa_fatigue. Pulled the account risk score (band critical); assessed blast radius across 2 accounts. Response: applied API rate limiting. Outcome: closed as benign. HUMINT note: source A reliability B2.,Honeypot telemetry; collection method passive DNS.
INV-00091,Anomalous internal access,a.okafor,ACC-000596,in_review,critical,2025-06-13 17:27:30,,Reviewed critical insider activity signal cluster; monitoring continues; legal hold applied.,"Pivoted from VirusTotal feed. Observed data_staging. Pulled the account risk score (band medium); assessed blast radius across 6 accounts. Response: queued for manual review, disabled external sharing. Outcome: monitoring continues; legal hold applied. HUMINT note: source A reliability B2.",Court-ordered log pull; collection method passive DNS.
INV-00092,Reported phishing,m.chen,ACC-000449,in_review,low,2025-06-29 08:46:53,,Investigated low phishing wave signal cluster; contained; malicious grant revoked.,"Pivoted from Confidential HUMINT feed. Observed suspicious_oauth_grant. Pulled the account risk score (band low). Response: revoked active sessions, enforced MFA re-enrollment, queued for manual review. Outcome: contained; malicious grant revoked. HUMINT note: do not disclose to partner orgs.",Confidential partner feed; collection method authenticated API audit.
INV-00093,Credential abuse,p.novak,ACC-000510,in_review,critical,2026-03-25 17:24:36,,Triaged critical credential stuffing signal cluster; contained.,"Pivoted from Internal Honeypot feed. Observed credential_stuffing and geo_velocity and suspicious_oauth_grant. Pulled the account risk score (band low). Response: applied API rate limiting, forced a credential reset. Outcome: contained. HUMINT note: source A reliability B2.",Confidential partner feed; collection method endpoint memory capture.
INV-00094,Reported account takeover,j.fletcher,ACC-001507,open,medium,2025-08-31 23:43:44,,Triaged medium account takeover signal cluster; escalated to IR.,Pivoted from Abuse.ch feed. Observed impossible_travel and mfa_fatigue. Pulled the account risk score (band high); assessed blast radius across 5 accounts. Response: forced a credential reset. Outcome: escalated to IR. HUMINT note: source A reliability B2.,Court-ordered log pull; collection method authenticated API audit.
INV-00095,Phishing wave,s.delgado,,false_positive,medium,2026-05-26 11:54:15,,Reviewed medium phishing wave signal cluster; contained; malicious grant revoked.,"Pivoted from Mandiant feed. Observed suspicious_oauth_grant. Pulled the account risk score (band high). Response: revoked active sessions, enforced MFA re-enrollment, queued for manual review. Outcome: contained; malicious grant revoked. HUMINT note: sub-judice — legal hold.",Internal EDR; collection method passive DNS.
INV-00096,Automated abuse via API,t.ibrahim,,in_review,low,2026-02-01 05:03:41,2026-03-20 06:06:55,Reviewed low api token abuse signal cluster; contained; token revoked.,"Pivoted from CrowdStrike Falcon X feed. Observed api_token_abuse and bulk_account_creation and mass_file_download. Pulled the account risk score (band low). Response: applied API rate limiting, revoked active sessions. Outcome: contained; token revoked. HUMINT note: source A reliability B2.",Court-ordered log pull; collection method endpoint memory capture.
INV-00097,Potential data exfiltration,s.delgado,ACC-001119,in_review,high,2025-10-05 23:18:21,,Investigated high data exfiltration signal cluster; escalated to IR.,"Pivoted from Mandiant feed. Observed mass_file_download and anomalous_share_external. Pulled the account risk score (band high); assessed blast radius across 3 accounts. Response: disabled external sharing, suspended the account, queued for manual review. Outcome: escalated to IR. HUMINT note: do not disclose to partner orgs.",Court-ordered log pull; collection method endpoint memory capture.
INV-00098,Brute-force login burst,t.ibrahim,ACC-001218,in_review,high,2026-04-08 00:00:31,,Investigated high credential stuffing signal cluster; closed as benign.,Pivoted from Mandiant feed. Observed credential_stuffing and geo_velocity. Pulled the account risk score (band high). Response: suspended the account. Outcome: closed as benign. HUMINT note: do not disclose to partner orgs.,Honeypot telemetry; collection method undercover channel.
INV-00099,Insider data staging,a.okafor,ACC-000932,closed,low,2026-04-24 08:26:12,,Investigated low insider activity signal cluster; monitoring continues; legal hold applied.,"Pivoted from ISAC Share feed. Observed off_hours_admin and data_staging. Pulled the account risk score (band low); assessed blast radius across 1 accounts. Response: queued for manual review, disabled external sharing. Outcome: monitoring continues; legal hold applied. HUMINT note: do not disclose to partner orgs.",Confidential partner feed; collection method passive DNS.
INV-00100,Reported account takeover,s.delgado,ACC-000567,false_positive,low,2025-12-04 23:21:41,2026-02-11 12:01:38,Triaged low account takeover signal cluster; escalated to IR.,Pivoted from Mandiant feed. Observed impossible_travel and mfa_fatigue. Pulled the account risk score (band low); assessed blast radius across 4 accounts. Response: applied API rate limiting. Outcome: escalated to IR. HUMINT note: source A reliability B2.,Internal EDR; collection method undercover channel.
INV-00101,Anomalous bulk export,j.fletcher,,escalated,critical,2026-05-09 14:51:57,,Investigated critical data exfiltration signal cluster; escalated to IR.,"Pivoted from CrowdStrike Falcon X feed. Observed mass_file_download and anomalous_share_external and impossible_travel. Pulled the account risk score (band low); assessed blast radius across 6 accounts. Response: disabled external sharing, suspended the account, queued for manual review. Outcome: escalated to IR. HUMINT note: source A reliability B2.",Court-ordered log pull; collection method passive DNS.
INV-00102,Reported phishing,c.ramirez,ACC-001433,open,low,2026-02-11 14:44:14,2026-03-02 22:05:19,Reviewed low phishing wave signal cluster; contained; malicious grant revoked.,"Pivoted from VirusTotal feed. Observed suspicious_oauth_grant. Pulled the account risk score (band high). Response: revoked active sessions, enforced MFA re-enrollment, queued for manual review. Outcome: contained; malicious grant revoked. HUMINT note: source A reliability B2.",Internal EDR; collection method passive DNS.
INV-00103,Potential data exfiltration,j.fletcher,ACC-001468,closed,medium,2026-05-25 21:53:40,2026-06-01 01:10:34,Reviewed medium data exfiltration signal cluster; escalated to IR.,Pivoted from Abuse.ch feed. Observed mass_file_download and anomalous_share_external. Pulled the account risk score (band critical); assessed blast radius across 1 accounts. Response: suspended the account. Outcome: escalated to IR. HUMINT note: sub-judice — legal hold.,Confidential partner feed; collection method authenticated API audit.
INV-00104,Anomalous internal access,s.delgado,ACC-001505,closed,high,2025-09-18 07:28:03,,Triaged high insider activity signal cluster; monitoring continues; legal hold applied.,"Pivoted from CrowdStrike Falcon X feed. Observed off_hours_admin and data_staging. Pulled the account risk score (band medium); assessed blast radius across 2 accounts. Response: queued for manual review, disabled external sharing. Outcome: monitoring continues; legal hold applied. HUMINT note: do not disclose to partner orgs.",Court-ordered log pull; collection method authenticated API audit.
INV-00105,Confirmed malware delivery,c.ramirez,,escalated,medium,2026-01-03 15:25:47,,Reviewed medium malware delivery signal cluster; contained; host isolated.,Pivoted from Abuse.ch feed. Observed malware_callback and bulk_account_creation. Enriched 23 indicators against the URLhaus feed; pivoted to the associated campaign and sibling indicators; assessed blast radius across 2 accounts. Response: suspended the account. Outcome: contained; host isolated. HUMINT note: do not disclose to partner orgs.,Honeypot telemetry; collection method authenticated API audit.
INV-00106,Phishing wave,r.kowalski,ACC-001389,escalated,high,2025-07-23 15:50:54,,Reviewed high phishing wave signal cluster; contained; malicious grant revoked.,"Pivoted from VirusTotal feed. Observed suspicious_oauth_grant. Pulled the account risk score (band critical). Response: revoked active sessions, enforced MFA re-enrollment, queued for manual review. Outcome: contained; malicious grant revoked. HUMINT note: source A reliability B2.",Court-ordered log pull; collection method undercover channel.
INV-00107,Reported phishing,s.delgado,,escalated,critical,2026-01-02 00:12:33,,Investigated critical phishing wave signal cluster; closed as benign.,Pivoted from Confidential HUMINT feed. Observed suspicious_oauth_grant and credential_stuffing. Pulled the account risk score (band high). Response: disabled external sharing. Outcome: closed as benign. HUMINT note: do not disclose to partner orgs.,Internal EDR; collection method authenticated API audit.
INV-00108,Anomalous bulk export,t.ibrahim,ACC-001201,open,medium,2025-06-13 18:20:04,2025-07-17 02:10:16,Investigated medium data exfiltration signal cluster; escalated to IR.,"Pivoted from ISAC Share feed. Observed mass_file_download and anomalous_share_external. Pulled the account risk score (band critical); assessed blast radius across 3 accounts. Response: disabled external sharing, suspended the account, queued for manual review. Outcome: escalated to IR. HUMINT note: do not disclose to partner orgs.",Honeypot telemetry; collection method authenticated API audit.
INV-00109,Credential stuffing wave,s.delgado,,false_positive,high,2025-07-14 22:54:03,,Triaged high credential stuffing signal cluster; closed as benign.,Pivoted from Confidential HUMINT feed. Observed credential_stuffing and geo_velocity. Pulled the account risk score (band high). Response: suspended the account. Outcome: closed as benign. HUMINT note: source A reliability B2.,Honeypot telemetry; collection method authenticated API audit.
INV-00110,Phishing wave,c.ramirez,,in_review,low,2025-08-18 09:37:54,2025-09-25 04:19:41,Reviewed low phishing wave signal cluster; contained; malicious grant revoked.,"Pivoted from CrowdStrike Falcon X feed. Observed suspicious_oauth_grant. Pulled the account risk score (band high). Response: revoked active sessions, enforced MFA re-enrollment, queued for manual review. Outcome: contained; malicious grant revoked. HUMINT note: sub-judice — legal hold.",Honeypot telemetry; collection method undercover channel.
INV-00111,Malware C2 callback,j.fletcher,ACC-001332,closed,high,2025-11-03 18:40:34,2025-11-10 15:56:55,Reviewed high malware delivery signal cluster; contained; host isolated.,Pivoted from Abuse.ch feed. Observed malware_callback. Enriched 32 indicators against the URLhaus feed; pivoted to the associated campaign and sibling indicators; assessed blast radius across 4 accounts. Response: suspended the account. Outcome: contained; host isolated. HUMINT note: do not disclose to partner orgs.,Confidential partner feed; collection method endpoint memory capture.
INV-00112,OAuth consent phishing,m.chen,ACC-000273,in_review,critical,2025-11-11 13:15:49,2025-12-10 13:39:05,Investigated critical phishing wave signal cluster; contained; malicious grant revoked.,"Pivoted from Abuse.ch feed. Observed suspicious_oauth_grant. Pulled the account risk score (band high). Response: revoked active sessions, enforced MFA re-enrollment, queued for manual review. Outcome: contained; malicious grant revoked. HUMINT note: sub-judice — legal hold.",Confidential partner feed; collection method undercover channel.
INV-00113,Potential data exfiltration,j.fletcher,ACC-000357,in_review,low,2025-11-27 07:05:34,,Investigated low data exfiltration signal cluster; closed as benign.,Pivoted from VirusTotal feed. Observed mass_file_download and anomalous_share_external. Pulled the account risk score (band medium); assessed blast radius across 4 accounts. Response: queued for manual review. Outcome: closed as benign. HUMINT note: source A reliability B2.,Honeypot telemetry; collection method endpoint memory capture.
INV-00114,Bulk account creation,a.okafor,,escalated,medium,2025-06-08 20:40:28,2025-07-09 08:28:43,Investigated medium api token abuse signal cluster; contained; token revoked.,"Pivoted from CrowdStrike Falcon X feed. Observed api_token_abuse and bulk_account_creation. Pulled the account risk score (band high). Response: applied API rate limiting, revoked active sessions. Outcome: contained; token revoked. HUMINT note: sub-judice — legal hold.",Court-ordered log pull; collection method endpoint memory capture.
INV-00115,Potential malware delivery,r.kowalski,ACC-000813,escalated,high,2026-05-17 15:28:34,,Reviewed high malware delivery signal cluster; contained; host isolated.,Pivoted from ISAC Share feed. Observed malware_callback. Enriched 16 indicators against the URLhaus feed; pivoted to the associated campaign and sibling indicators; assessed blast radius across 6 accounts. Response: suspended the account. Outcome: contained; host isolated. HUMINT note: source A reliability B2.,Confidential partner feed; collection method passive DNS.
INV-00116,Credential abuse,a.okafor,,open,low,2025-12-31 17:09:17,2026-01-06 01:58:09,Triaged low credential stuffing signal cluster; contained.,"Pivoted from Abuse.ch feed. Observed credential_stuffing and geo_velocity. Pulled the account risk score (band high). Response: applied API rate limiting, forced a credential reset. Outcome: contained. HUMINT note: sub-judice — legal hold.",Court-ordered log pull; collection method authenticated API audit.
INV-00117,Malware C2 callback,s.delgado,ACC-000308,false_positive,low,2025-09-05 20:17:31,2025-10-04 04:06:49,Reviewed low malware delivery signal cluster; reclassified after review.,Pivoted from OSINT Crawler feed. Observed malware_callback and api_token_abuse. Enriched 4 indicators against the URLhaus feed; pivoted to the associated campaign and sibling indicators; assessed blast radius across 2 accounts. Response: took no action (cleared). Outcome: reclassified after review. HUMINT note: do not disclose to partner orgs.,Honeypot telemetry; collection method passive DNS.
INV-00118,Automated alert triage,s.delgado,,false_positive,high,2025-06-11 08:23:12,2025-07-17 15:30:52,Reviewed high benign signal cluster; closed as benign; false positive.,Pivoted from ISAC Share feed. Observed new_device_burst and geo_velocity. Pulled the account risk score (band critical). Response: took no action (cleared). Outcome: closed as benign; false positive. HUMINT note: source A reliability B2.,Confidential partner feed; collection method passive DNS.
INV-00119,Reported phishing,c.ramirez,,escalated,critical,2025-08-11 02:02:46,2025-09-11 22:43:44,Reviewed critical phishing wave signal cluster; contained; malicious grant revoked.,"Pivoted from Recorded Future feed. Observed suspicious_oauth_grant. Pulled the account risk score (band medium). Response: revoked active sessions, enforced MFA re-enrollment, queued for manual review. Outcome: contained; malicious grant revoked. HUMINT note: do not disclose to partner orgs.",Confidential partner feed; collection method undercover channel.
INV-00120,Potential data exfiltration,t.ibrahim,,in_review,low,2025-09-22 01:02:26,,Investigated low data exfiltration signal cluster; escalated to IR.,"Pivoted from CrowdStrike Falcon X feed. Observed mass_file_download and anomalous_share_external. Pulled the account risk score (band medium); assessed blast radius across 1 accounts. Response: disabled external sharing, suspended the account, queued for manual review. Outcome: escalated to IR. HUMINT note: sub-judice — legal hold.",Court-ordered log pull; collection method authenticated API audit.
INV-00121,Reported account takeover,j.fletcher,ACC-001465,closed,critical,2025-07-22 06:42:05,2025-09-11 08:26:12,Triaged critical account takeover signal cluster; contained; no customer impact confirmed.,"Pivoted from Confidential HUMINT feed. Observed impossible_travel and mfa_fatigue and api_token_abuse. Pulled the account risk score (band medium); assessed blast radius across 2 accounts. Response: forced a credential reset, revoked active sessions, enforced MFA re-enrollment. Outcome: contained; no customer impact confirmed. HUMINT note: do not disclose to partner orgs.",Honeypot telemetry; collection method passive DNS.
INV-00122,Reported account takeover,j.fletcher,ACC-000855,false_positive,low,2026-02-04 20:55:46,2026-03-05 22:49:55,Investigated low account takeover signal cluster; contained; no customer impact confirmed.,"Pivoted from VirusTotal feed. Observed impossible_travel and mfa_fatigue and credential_stuffing. Pulled the account risk score (band high); assessed blast radius across 3 accounts. Response: forced a credential reset, revoked active sessions, enforced MFA re-enrollment. Outcome: contained; no customer impact confirmed. HUMINT note: sub-judice — legal hold.",Confidential partner feed; collection method undercover channel.
INV-00123,Low-severity signal review,m.chen,,escalated,low,2026-01-16 06:19:25,2026-03-05 10:41:29,Reviewed low benign signal cluster; closed as benign; false positive.,Pivoted from VirusTotal feed. Observed geo_velocity. Pulled the account risk score (band high). Response: took no action (cleared). Outcome: closed as benign; false positive. HUMINT note: sub-judice — legal hold.,Court-ordered log pull; collection method undercover channel.
INV-00124,Confirmed account takeover,p.novak,ACC-000073,false_positive,low,2025-09-21 09:41:37,2025-09-25 04:13:54,Triaged low account takeover signal cluster; contained; no customer impact confirmed.,"Pivoted from CrowdStrike Falcon X feed. Observed impossible_travel. Pulled the account risk score (band high); assessed blast radius across 3 accounts. Response: forced a credential reset, revoked active sessions, enforced MFA re-enrollment. Outcome: contained; no customer impact confirmed. HUMINT note: sub-judice — legal hold.",Honeypot telemetry; collection method authenticated API audit.
INV-00125,Anomalous login reviewed,j.fletcher,ACC-000557,escalated,critical,2025-11-08 08:13:42,,Triaged critical benign signal cluster; closed as benign; false positive.,Pivoted from Abuse.ch feed. Observed geo_velocity. Pulled the account risk score (band high). Response: took no action (cleared). Outcome: closed as benign; false positive. HUMINT note: do not disclose to partner orgs.,Internal EDR; collection method authenticated API audit.
INV-00126,OAuth consent phishing,a.okafor,ACC-001715,open,low,2026-06-01 11:31:36,,Triaged low phishing wave signal cluster; contained; malicious grant revoked.,"Pivoted from Mandiant feed. Observed suspicious_oauth_grant. Pulled the account risk score (band critical). Response: revoked active sessions, enforced MFA re-enrollment, queued for manual review. Outcome: contained; malicious grant revoked. HUMINT note: source A reliability B2.",Confidential partner feed; collection method passive DNS.
INV-00127,Anomalous login reviewed,j.fletcher,,escalated,medium,2025-07-06 00:51:26,,Triaged medium benign signal cluster; reclassified after review.,Pivoted from Confidential HUMINT feed. Observed new_device_burst and geo_velocity. Pulled the account risk score (band low). Response: queued for manual review. Outcome: reclassified after review. HUMINT note: do not disclose to partner orgs.,Court-ordered log pull; collection method passive DNS.
INV-00128,Credential stuffing wave,s.delgado,ACC-000552,closed,high,2025-08-17 01:53:11,2025-10-07 14:50:36,Triaged high credential stuffing signal cluster; contained.,"Pivoted from Abuse.ch feed. Observed credential_stuffing and geo_velocity. Pulled the account risk score (band medium). Response: applied API rate limiting, forced a credential reset. Outcome: contained. HUMINT note: do not disclose to partner orgs.",Court-ordered log pull; collection method undercover channel.
INV-00129,Suspicious insider activity,t.ibrahim,,in_review,critical,2025-12-23 12:15:05,2026-02-15 19:34:43,Reviewed critical insider activity signal cluster; monitoring continues; legal hold applied.,"Pivoted from Recorded Future feed. Observed off_hours_admin and data_staging. Pulled the account risk score (band high); assessed blast radius across 4 accounts. Response: queued for manual review, disabled external sharing. Outcome: monitoring continues; legal hold applied. HUMINT note: source A reliability B2.",Confidential partner feed; collection method endpoint memory capture.
INV-00130,Automated alert triage,a.okafor,,open,high,2026-03-24 07:53:03,,Triaged high benign signal cluster; closed as benign; false positive.,Pivoted from ISAC Share feed. Observed new_device_burst and geo_velocity and off_hours_admin. Pulled the account risk score (band critical). Response: took no action (cleared). Outcome: closed as benign; false positive. HUMINT note: source A reliability B2.,Honeypot telemetry; collection method endpoint memory capture.
INV-00131,Potential data exfiltration,j.fletcher,ACC-001634,closed,low,2025-12-08 12:22:07,2025-12-30 09:02:02,Investigated low data exfiltration signal cluster; escalated to IR.,"Pivoted from Mandiant feed. Observed mass_file_download and anomalous_share_external. Pulled the account risk score (band medium); assessed blast radius across 1 accounts. Response: disabled external sharing, suspended the account, queued for manual review. Outcome: escalated to IR. HUMINT note: source A reliability B2.",Confidential partner feed; collection method endpoint memory capture.
INV-00132,Anomalous bulk export,a.okafor,ACC-001051,closed,low,2025-07-09 12:13:10,,Triaged low data exfiltration signal cluster; escalated to IR.,"Pivoted from Mandiant feed. Observed mass_file_download and anomalous_share_external. Pulled the account risk score (band medium); assessed blast radius across 2 accounts. Response: disabled external sharing, suspended the account, queued for manual review. Outcome: escalated to IR. HUMINT note: do not disclose to partner orgs.",Confidential partner feed; collection method undercover channel.
