indicator_id,indicator_type,indicator_value,campaign_id,confidence,tlp,source,source_sensitivity,first_seen,last_seen,is_active
IOC-001714,email,no-reply@acct-verify.com,CMP-0047,49,TLP:CLEAR,VirusTotal,confidential,2025-06-24,2025-07-18,True
IOC-001715,sha256,e5fccf3ad7d6bbb6dfb441eff2d1a7471acc3ef19d788f63d849c711fe7358cd,CMP-0101,57,TLP:GREEN,Abuse.ch,restricted,2024-12-24,2025-01-18,False
IOC-001716,email,admin@acct-verify.com,CMP-0118,42,TLP:GREEN,OSINT Crawler,restricted,2025-08-02,2025-09-07,True
IOC-001717,sha256,9a42ed59eec55fa2dd627b820ac97fefad971d3ee910ff768b20767f37ece1d6,CMP-0056,93,TLP:GREEN,CrowdStrike Falcon X,partner,2025-06-12,2025-07-04,True
IOC-001718,domain,login-auth.io,CMP-0025,56,TLP:AMBER,Recorded Future,confidential,2025-10-16,2025-10-23,True
IOC-001719,url,https://files.evilcdn.com/63c009f6,CMP-0135,88,TLP:GREEN,Abuse.ch,restricted,2025-12-22,2026-01-26,True
IOC-001720,sha256,87b1852bc0a06d3ddb16df45281dd966b2c3bd657105adad385274c062ab4cf4,CMP-0066,47,TLP:AMBER,VirusTotal,partner,2024-09-10,2024-10-23,True
IOC-001721,email,no-reply@dropbox-team.com,CMP-0139,41,TLP:CLEAR,Internal Honeypot,public,2025-08-11,2025-09-01,True
IOC-001722,sha256,adcce25de40373660731a3afe73387d216981b34a83382a879021040d77893d2,CMP-0076,55,TLP:CLEAR,CrowdStrike Falcon X,partner,2026-03-22,2026-05-04,True
IOC-001723,domain,secure-share.com,CMP-0090,89,TLP:CLEAR,ISAC Share,confidential,2025-07-30,2025-08-13,True
IOC-001724,ipv4,177.98.94.247,CMP-0125,53,TLP:AMBER,Confidential HUMINT,public,2024-11-29,2024-12-08,True
IOC-001725,ipv4,107.220.71.44,CMP-0083,62,TLP:RED,Recorded Future,public,2024-08-20,2024-10-18,False
IOC-001726,ipv4,39.221.23.69,CMP-0073,65,TLP:RED,Abuse.ch,confidential,2025-03-20,2025-05-03,True
IOC-001727,ipv4,144.194.105.70,CMP-0015,90,TLP:RED,VirusTotal,restricted,2026-02-08,2026-03-20,True
IOC-001728,sha256,e62c9704b0456008496604dc21087302d57367864b0fc5902c06657815eede89,CMP-0105,59,TLP:GREEN,Confidential HUMINT,restricted,2026-03-26,2026-04-29,False
IOC-001729,email,hr@acct-verify.com,CMP-0075,88,TLP:GREEN,Confidential HUMINT,public,2025-02-01,2025-03-31,True
IOC-001730,filename,report_2026.iso,CMP-0124,96,TLP:AMBER,CrowdStrike Falcon X,public,2026-02-27,2026-04-28,True
IOC-001731,email,hr@dropbox-team.com,CMP-0122,53,TLP:RED,Mandiant,partner,2024-07-04,2024-07-04,False
IOC-001732,domain,vault-share.io,CMP-0117,63,TLP:RED,ISAC Share,restricted,2025-08-28,2025-10-13,True
IOC-001733,md5,b418c3ab205bdf984b1597ebc3b11407,CMP-0080,58,TLP:CLEAR,OSINT Crawler,partner,2026-01-05,2026-01-20,True
IOC-001734,email,no-reply@acct-verify.com,CMP-0082,75,TLP:RED,Confidential HUMINT,restricted,2025-11-26,2025-12-01,True
IOC-001735,email,it-support@secure-mail.com,CMP-0042,76,TLP:RED,Recorded Future,confidential,2025-04-03,2025-04-08,True
IOC-001736,sha256,918ba304a9b900ffaef9e55f25999517a5279bf6656a0ad0e107ea6c988c417e,CMP-0011,98,TLP:CLEAR,VirusTotal,public,2025-08-15,2025-08-20,False
IOC-001737,sha256,55157dae665399508651d53beb7f47cc130e43997dc3b382f233cff4a9f430a6,CMP-0045,41,TLP:AMBER,ISAC Share,public,2025-06-24,2025-07-16,False
IOC-001738,ipv4,96.49.1.22,CMP-0084,51,TLP:CLEAR,Mandiant,public,2025-10-24,2025-11-11,True
IOC-001739,md5,a4bf02f8d08c3c90d025b1ebc5130965,CMP-0060,59,TLP:GREEN,Internal Honeypot,restricted,2025-09-13,2025-10-01,True
IOC-001740,domain,cdn-auth.com,CMP-0006,90,TLP:RED,Mandiant,partner,2024-11-24,2024-12-22,True
IOC-001741,filename,update_2026.lnk,CMP-0078,83,TLP:GREEN,CrowdStrike Falcon X,public,2024-09-14,2024-11-08,False
IOC-001742,domain,update-sync.com,CMP-0112,41,TLP:AMBER,Confidential HUMINT,partner,2026-01-04,2026-01-14,True
IOC-001743,url,https://files.xn--malware.com/cd002989,CMP-0096,63,TLP:AMBER,Internal Honeypot,confidential,2025-01-02,2025-02-28,True
IOC-001744,filename,invoice-final.docm,CMP-0064,67,TLP:AMBER,OSINT Crawler,confidential,2025-09-06,2025-09-23,True
IOC-001745,domain,dropbox-portal.net,CMP-0044,73,TLP:RED,Abuse.ch,partner,2024-12-31,2025-02-18,True
IOC-001746,domain,vault-portal.io,CMP-0036,88,TLP:GREEN,Recorded Future,confidential,2025-03-03,2025-03-12,True
IOC-001747,filename,resume_urgent.docm,CMP-0121,55,TLP:CLEAR,CrowdStrike Falcon X,public,2025-06-14,2025-07-30,False
IOC-001748,md5,ea158a14c73ae33da73cc25bd67eab95,CMP-0065,62,TLP:GREEN,Confidential HUMINT,restricted,2025-11-24,2025-12-04,False
IOC-001749,domain,update-sync.net,CMP-0006,72,TLP:GREEN,Abuse.ch,public,2024-11-10,2024-12-27,True
IOC-001750,sha256,4fbb6ff6f3a6e0d51fe351379d82ba3fb7a5dd3e10482148a6e382d364647200,CMP-0074,66,TLP:GREEN,Mandiant,confidential,2024-07-02,2024-08-18,True
IOC-001751,email,no-reply@dropbox-team.com,CMP-0045,47,TLP:AMBER,VirusTotal,public,2026-04-08,2026-04-09,True
IOC-001752,md5,ffad425e8487be398bf81c6ee005914c,CMP-0025,85,TLP:AMBER,Mandiant,restricted,2025-06-05,2025-06-06,False
IOC-001753,filename,scan_urgent.zip,CMP-0113,94,TLP:CLEAR,Recorded Future,restricted,2026-03-23,2026-04-25,True
IOC-001754,md5,b19e598bb2cc93cbfe5c72ccf0fe89a8,CMP-0142,59,TLP:GREEN,VirusTotal,public,2026-04-12,2026-04-13,True
IOC-001755,ipv4,224.119.28.234,CMP-0004,68,TLP:CLEAR,OSINT Crawler,public,2025-06-11,2025-07-22,True
IOC-001756,domain,cdn-share.net,CMP-0114,57,TLP:GREEN,Abuse.ch,restricted,2025-05-21,2025-07-19,True
IOC-001757,md5,a0eb4ee89323671b5fa0ca7eb9f9a417,CMP-0067,41,TLP:RED,Recorded Future,confidential,2025-10-11,2025-10-16,False
IOC-001758,md5,886c54db56e51fb5cedcb2b996f4ae47,CMP-0024,89,TLP:CLEAR,Confidential HUMINT,public,2024-12-24,2025-02-07,False
IOC-001759,md5,4c92fa2d4b52f200e72814f2fb1598d2,CMP-0009,53,TLP:GREEN,Internal Honeypot,restricted,2024-12-19,2025-01-30,False
IOC-001760,ipv4,98.101.162.200,CMP-0137,62,TLP:RED,Internal Honeypot,confidential,2026-04-26,2026-05-23,True
IOC-001761,sha256,c0d050269fc55e01e5cd94febb9561b16f0206ee532ed687aa73a5a322f96c2d,CMP-0092,85,TLP:RED,Abuse.ch,public,2024-09-06,2024-11-05,False
IOC-001762,email,admin@acct-verify.com,CMP-0059,60,TLP:AMBER,Abuse.ch,public,2025-11-12,2026-01-01,False
IOC-001763,ipv4,231.181.210.123,CMP-0119,90,TLP:CLEAR,Confidential HUMINT,confidential,2026-03-05,2026-04-24,True
IOC-001764,sha256,af0e3502103d32274c6d0ff84dd6c34d4e014b587a50a5936d76845802e47fc8,CMP-0086,52,TLP:CLEAR,Internal Honeypot,confidential,2026-05-02,2026-05-12,True
IOC-001765,url,https://files.xn--malware.com/f1366a61,CMP-0084,88,TLP:GREEN,OSINT Crawler,public,2026-04-18,2026-05-18,True
IOC-001766,sha256,8024ed6b05981089f9e510db14eaffca8bb425ca4edfbede174115163fe11d27,CMP-0029,69,TLP:RED,ISAC Share,restricted,2026-03-07,2026-03-18,True
IOC-001767,url,https://dl.evilcdn.com/decae4c7,CMP-0042,40,TLP:RED,Recorded Future,confidential,2025-01-14,2025-02-24,True
IOC-001768,url,https://files.xn--malware.com/a5d526cb,CMP-0120,89,TLP:AMBER,Internal Honeypot,partner,2024-08-26,2024-09-27,True
IOC-001769,md5,e41bb60280eb303f771c82c2caf28899,CMP-0111,60,TLP:CLEAR,Internal Honeypot,public,2024-12-21,2025-01-02,True
IOC-001770,sha256,99c3840e23c3ca478511bda3bf2fd0c4af54427497fa2eef65a689b6361c1fc8,CMP-0040,73,TLP:GREEN,CrowdStrike Falcon X,public,2026-02-28,2026-04-22,False
IOC-001771,filename,resume_urgent.iso,CMP-0027,75,TLP:RED,OSINT Crawler,restricted,2025-05-16,2025-05-29,True
IOC-001772,md5,41e97931757f5d65e96ecef3700d3094,CMP-0028,92,TLP:AMBER,OSINT Crawler,partner,2024-11-12,2024-12-15,True
IOC-001773,email,billing@secure-mail.com,CMP-0092,86,TLP:CLEAR,VirusTotal,restricted,2025-12-16,2025-12-23,True
IOC-001774,ipv4,199.81.45.205,CMP-0142,82,TLP:CLEAR,VirusTotal,public,2025-09-20,2025-11-19,False
IOC-001775,sha256,c40ffebf59e1f0fa5eaf2ae9e80bf571dbe07ce6e73e094183d837594c794045,CMP-0007,45,TLP:RED,VirusTotal,confidential,2024-10-05,2024-10-05,False
IOC-001776,ipv4,223.114.230.91,CMP-0099,46,TLP:AMBER,OSINT Crawler,partner,2025-08-20,2025-09-30,False
IOC-001777,md5,3a97dc5a116a76880811eba2f53e2628,CMP-0126,46,TLP:AMBER,Abuse.ch,partner,2025-06-23,2025-07-03,True
IOC-001778,md5,8b7f139befa0cd388f8c585b826d42f4,CMP-0113,66,TLP:CLEAR,Recorded Future,public,2024-10-27,2024-11-16,True
IOC-001779,ipv4,183.41.242.69,CMP-0085,53,TLP:CLEAR,ISAC Share,public,2025-01-17,2025-03-05,False
IOC-001780,url,https://cdn.evilcdn.com/948c1649,CMP-0129,67,TLP:RED,Abuse.ch,restricted,2024-12-04,2025-01-30,True
IOC-001781,sha256,f8516af53cbb222cee16520f5d40ec9c2ae8d557e331faa67280c66fe591bd34,CMP-0145,93,TLP:AMBER,CrowdStrike Falcon X,public,2024-11-04,2024-12-20,False
IOC-001782,md5,a2dbf730870321c71281658cd05554b1,CMP-0035,45,TLP:AMBER,OSINT Crawler,partner,2025-05-06,2025-06-17,True
IOC-001783,filename,report_2026.zip,CMP-0005,57,TLP:AMBER,Confidential HUMINT,confidential,2025-07-19,2025-08-04,False
IOC-001784,md5,0d2f6a4185d703ab5b7e53e3b08d57d9,CMP-0113,75,TLP:GREEN,OSINT Crawler,public,2025-03-12,2025-04-23,True
IOC-001785,url,https://files.badhost.com/cdea9a73,CMP-0131,56,TLP:RED,Internal Honeypot,restricted,2025-05-16,2025-07-05,False
IOC-001786,filename,resume_2026.zip,CMP-0071,45,TLP:AMBER,Mandiant,confidential,2024-09-24,2024-11-16,False
IOC-001787,sha256,7b690118be4ce110e83ef04fa63830cd990e1bb1fd778119245d963959181b08,CMP-0055,70,TLP:AMBER,Confidential HUMINT,public,2025-01-07,2025-02-05,True
IOC-001788,url,https://dl.xn--malware.com/a0f56444,CMP-0135,71,TLP:CLEAR,Internal Honeypot,confidential,2026-05-25,2026-05-26,True
IOC-001789,domain,dropbox-files.co,CMP-0143,97,TLP:CLEAR,Confidential HUMINT,partner,2025-10-17,2025-11-07,False
IOC-001790,domain,cdn-sync.co,CMP-0114,65,TLP:GREEN,Abuse.ch,public,2024-09-08,2024-10-13,True
IOC-001791,md5,9ea6304e743db8eef5c6ef16134b64f0,CMP-0053,75,TLP:CLEAR,VirusTotal,public,2025-05-22,2025-07-10,True
IOC-001792,domain,cdn-portal.net,CMP-0115,89,TLP:RED,Abuse.ch,confidential,2025-05-08,2025-05-26,False
IOC-001793,sha256,20cf1f561a1247af1d477fa1ebb878f76a0a7357cf109cb1f193734d0d890eaa,CMP-0068,69,TLP:RED,Internal Honeypot,restricted,2025-07-07,2025-09-05,True
IOC-001794,sha256,8e3277d477f87ee564d7cfe4633f3e83fcdb9b7e1e0bb85a79b3e2a780131e0f,CMP-0015,96,TLP:AMBER,CrowdStrike Falcon X,restricted,2025-06-17,2025-07-18,False
IOC-001795,filename,scan_2026.lnk,CMP-0082,46,TLP:GREEN,Internal Honeypot,restricted,2025-01-28,2025-02-15,False
IOC-001796,md5,21a15331a0998632b31a549e776f2c13,CMP-0123,92,TLP:CLEAR,CrowdStrike Falcon X,confidential,2025-12-30,2026-01-29,True
IOC-001797,url,https://files.xn--malware.com/c37ba48d,CMP-0129,48,TLP:GREEN,CrowdStrike Falcon X,public,2024-09-26,2024-11-04,True
IOC-001798,email,admin@acct-verify.com,CMP-0059,100,TLP:RED,Internal Honeypot,restricted,2025-08-18,2025-08-27,False
IOC-001799,url,https://dl.xn--malware.com/d70d0f96,CMP-0019,49,TLP:AMBER,Confidential HUMINT,confidential,2025-11-23,2026-01-05,True
IOC-001800,ipv4,154.101.160.19,CMP-0119,84,TLP:RED,VirusTotal,public,2026-01-02,2026-03-02,True
IOC-001801,url,https://cdn.evilcdn.com/5d2c871b,CMP-0062,84,TLP:RED,VirusTotal,public,2026-05-28,2026-06-01,True
IOC-001802,email,billing@dropbox-team.com,CMP-0032,93,TLP:CLEAR,CrowdStrike Falcon X,confidential,2024-08-08,2024-10-03,True
IOC-001803,email,it-support@acct-verify.com,CMP-0040,77,TLP:CLEAR,Confidential HUMINT,confidential,2025-02-12,2025-03-19,True
IOC-001804,sha256,8ffe853228591ba55d2fa5fe3bfc201c640396b25fd58622cca6a569cb5b638e,CMP-0096,42,TLP:RED,ISAC Share,partner,2024-09-20,2024-10-15,True
IOC-001805,email,billing@dropbox-team.com,CMP-0136,51,TLP:AMBER,Abuse.ch,partner,2026-04-15,2026-05-28,True
IOC-001806,ipv4,215.30.81.4,CMP-0139,40,TLP:RED,VirusTotal,partner,2025-02-21,2025-04-07,True
IOC-001807,email,it-support@acct-verify.com,CMP-0053,41,TLP:RED,CrowdStrike Falcon X,partner,2024-12-19,2025-01-09,True
IOC-001808,ipv4,52.124.23.146,CMP-0110,47,TLP:GREEN,Confidential HUMINT,confidential,2025-01-05,2025-03-06,True
IOC-001809,url,https://dl.xn--malware.com/757e1b6a,CMP-0037,98,TLP:GREEN,CrowdStrike Falcon X,restricted,2024-12-31,2025-01-05,False
IOC-001810,sha256,641359fa09630a7c983147f2d63302b6389f43c0789d3fe4f576a26a8ff8bce4,CMP-0013,100,TLP:CLEAR,OSINT Crawler,partner,2024-12-08,2025-01-24,True
IOC-001811,filename,scan_urgent.docm,CMP-0062,65,TLP:GREEN,Abuse.ch,public,2025-09-21,2025-10-18,True
IOC-001812,email,hr@dropbox-team.com,CMP-0143,69,TLP:AMBER,Mandiant,partner,2025-12-10,2025-12-13,True
IOC-001813,filename,resume_urgent.iso,CMP-0033,83,TLP:GREEN,Confidential HUMINT,public,2025-11-26,2025-12-13,False
IOC-001814,sha256,9165615b4c76cac632b0b6e84978d11a3737260fb1880003cfe40864e452112b,CMP-0110,63,TLP:CLEAR,Recorded Future,public,2024-10-24,2024-10-28,True
IOC-001815,domain,dropbox-auth.io,CMP-0084,60,TLP:RED,Internal Honeypot,restricted,2024-11-30,2025-01-06,True
IOC-001816,sha256,e6d8b1ceabd538342d92317f7b3ec4ea48be1b63f1d98316174afe7180f0ace9,CMP-0065,91,TLP:AMBER,OSINT Crawler,partner,2025-10-25,2025-11-01,True
IOC-001817,url,https://cdn.badhost.com/395bdc13,CMP-0012,55,TLP:CLEAR,Mandiant,public,2025-11-02,2025-11-20,True
IOC-001818,filename,invoice_2026.zip,CMP-0086,84,TLP:GREEN,Mandiant,restricted,2024-08-10,2024-08-16,False
IOC-001819,filename,resume_urgent.lnk,CMP-0109,97,TLP:GREEN,VirusTotal,partner,2025-07-07,2025-09-05,True
IOC-001820,url,https://files.evilcdn.com/f569fd11,CMP-0016,76,TLP:CLEAR,ISAC Share,restricted,2025-03-19,2025-05-02,False
IOC-001821,md5,b9eab98f6947a5a70166240a64674498,CMP-0032,64,TLP:GREEN,CrowdStrike Falcon X,public,2026-03-22,2026-03-25,True
IOC-001822,url,https://files.xn--malware.com/dece0aae,CMP-0075,84,TLP:AMBER,Confidential HUMINT,public,2024-12-23,2025-02-16,False
IOC-001823,md5,85042f4903d6e6984f70090ac057d31a,CMP-0013,62,TLP:CLEAR,OSINT Crawler,confidential,2025-11-27,2026-01-03,False
IOC-001824,url,https://dl.xn--malware.com/ed4b40d7,CMP-0102,95,TLP:CLEAR,Abuse.ch,restricted,2025-08-17,2025-09-11,True
IOC-001825,url,https://static.badhost.com/f001d203,CMP-0110,45,TLP:RED,ISAC Share,partner,2026-02-23,2026-03-27,True
IOC-001826,filename,update-final.pdf.exe,CMP-0047,50,TLP:GREEN,Internal Honeypot,restricted,2026-05-21,2026-06-01,False
IOC-001827,sha256,1ba21e64f2f8a6c5ad7a64ffa7a950372371cc361c597a8a60994e6ecb6b13ae,CMP-0120,46,TLP:GREEN,Internal Honeypot,confidential,2026-04-08,2026-04-27,False
IOC-001828,ipv4,81.213.39.39,CMP-0038,44,TLP:RED,Mandiant,confidential,2024-10-14,2024-12-06,True
IOC-001829,ipv4,13.109.230.215,CMP-0036,41,TLP:RED,Abuse.ch,partner,2025-06-23,2025-08-20,True
IOC-001830,sha256,0c995fd530abeac066cc90000bca703111c8f5fe00f630fe83e229e94896c830,CMP-0088,98,TLP:RED,Recorded Future,confidential,2025-06-07,2025-06-23,False
IOC-001831,url,https://dl.evilcdn.com/765259e8,CMP-0116,78,TLP:AMBER,Internal Honeypot,public,2025-01-16,2025-02-28,False
IOC-001832,email,admin@dropbox-team.com,CMP-0111,48,TLP:CLEAR,Internal Honeypot,public,2026-03-09,2026-03-17,True
IOC-001833,email,it-support@dropbox-team.com,CMP-0130,44,TLP:GREEN,Abuse.ch,partner,2024-11-25,2024-12-01,True
IOC-001834,url,https://static.xn--malware.com/002f411e,CMP-0097,53,TLP:AMBER,OSINT Crawler,public,2025-01-24,2025-02-25,False
IOC-001835,filename,resume_2026.zip,CMP-0104,84,TLP:GREEN,ISAC Share,confidential,2024-12-21,2025-01-03,True
IOC-001836,domain,vault-share.io,CMP-0075,40,TLP:AMBER,CrowdStrike Falcon X,public,2025-10-22,2025-12-06,True
IOC-001837,md5,4d0827b1ebc6bcfb1d3ec9a3598b95d3,CMP-0103,42,TLP:RED,VirusTotal,restricted,2024-09-28,2024-10-10,True
IOC-001838,md5,f749a85117d26d86e427bce5d6456170,CMP-0028,62,TLP:RED,VirusTotal,public,2025-02-01,2025-02-08,False
IOC-001839,domain,dropbox-sync.co,CMP-0078,49,TLP:CLEAR,OSINT Crawler,public,2025-09-21,2025-10-03,False
IOC-001840,md5,54215528a5e82cbc1560b15ab1755640,CMP-0083,55,TLP:GREEN,Confidential HUMINT,public,2025-01-06,2025-02-07,True
IOC-001841,md5,39af84133189e489d2ea202e894ae480,CMP-0055,81,TLP:AMBER,Internal Honeypot,partner,2026-05-09,2026-06-01,True
IOC-001842,email,it-support@dropbox-team.com,CMP-0146,90,TLP:GREEN,Internal Honeypot,partner,2024-10-07,2024-10-24,True
IOC-001843,email,hr@secure-mail.com,CMP-0031,77,TLP:CLEAR,VirusTotal,public,2025-10-21,2025-12-15,True
IOC-001844,url,https://files.xn--malware.com/1326028a,CMP-0144,77,TLP:RED,OSINT Crawler,restricted,2025-06-26,2025-07-08,True
IOC-001845,domain,secure-auth.io,CMP-0130,84,TLP:GREEN,Mandiant,confidential,2025-06-26,2025-07-12,True
IOC-001846,domain,cdn-portal.io,CMP-0065,57,TLP:GREEN,Confidential HUMINT,partner,2024-08-02,2024-09-04,True
IOC-001847,email,it-support@dropbox-team.com,CMP-0026,43,TLP:GREEN,Recorded Future,public,2026-02-11,2026-03-31,True
IOC-001848,url,https://cdn.xn--malware.com/49ad8dad,CMP-0119,93,TLP:RED,OSINT Crawler,restricted,2024-10-07,2024-11-19,True
IOC-001849,url,https://files.evilcdn.com/4b208228,CMP-0119,66,TLP:GREEN,CrowdStrike Falcon X,confidential,2024-11-05,2024-12-12,True
IOC-001850,ipv4,125.118.204.151,CMP-0078,83,TLP:RED,Internal Honeypot,public,2026-02-04,2026-03-16,False
IOC-001851,url,https://cdn.badhost.com/19c6f0e3,CMP-0086,40,TLP:AMBER,CrowdStrike Falcon X,confidential,2024-07-05,2024-08-14,True
IOC-001852,md5,812bdcf18947ab54ce38e69adc39039d,CMP-0114,87,TLP:AMBER,Abuse.ch,restricted,2026-05-30,2026-06-01,False
IOC-001853,email,billing@dropbox-team.com,CMP-0098,45,TLP:CLEAR,Recorded Future,public,2025-11-14,2025-12-14,False
IOC-001854,domain,login-sync.net,CMP-0059,82,TLP:RED,ISAC Share,public,2024-11-03,2024-11-23,False
IOC-001855,md5,ea28ec9bfc4e6af41f069fa77e8e1352,CMP-0114,46,TLP:RED,ISAC Share,restricted,2025-11-03,2025-12-28,False
IOC-001856,ipv4,76.195.214.174,CMP-0083,69,TLP:AMBER,Internal Honeypot,partner,2025-05-26,2025-07-03,True
IOC-001857,ipv4,31.152.89.42,CMP-0049,44,TLP:CLEAR,Mandiant,partner,2025-09-28,2025-10-06,True
IOC-001858,ipv4,60.68.147.92,CMP-0088,68,TLP:GREEN,Abuse.ch,public,2026-03-07,2026-03-15,True
IOC-001859,url,https://files.xn--malware.com/5b3b771d,CMP-0095,62,TLP:GREEN,ISAC Share,confidential,2025-12-25,2026-01-23,False
IOC-001860,filename,scan_2026.iso,CMP-0145,98,TLP:RED,Recorded Future,partner,2025-10-18,2025-10-18,True
IOC-001861,domain,dropbox-files.co,CMP-0033,70,TLP:AMBER,Mandiant,partner,2024-07-21,2024-09-01,True
IOC-001862,md5,fe0d462b98055268b7b407f40e9e5dd6,CMP-0113,80,TLP:GREEN,VirusTotal,confidential,2025-11-23,2025-12-13,True
IOC-001863,url,https://cdn.evilcdn.com/19a7f224,CMP-0140,58,TLP:CLEAR,ISAC Share,restricted,2025-11-03,2025-12-08,True
IOC-001864,sha256,d3817e433af649f57b0b3f86b67c251637003b3987748c4381e74b501fa20e77,CMP-0105,96,TLP:AMBER,Mandiant,public,2025-05-04,2025-06-19,False
IOC-001865,url,https://static.badhost.com/be9ca255,CMP-0080,90,TLP:GREEN,Abuse.ch,partner,2026-05-18,2026-06-01,True
IOC-001866,domain,login-portal.com,CMP-0011,98,TLP:GREEN,ISAC Share,confidential,2024-10-31,2024-12-12,True
IOC-001867,sha256,d40a5bc83e848237950de6f3089162610e4796253937ed9b76c9b6f2a6c82c27,CMP-0023,82,TLP:GREEN,Confidential HUMINT,restricted,2025-09-22,2025-09-29,True
IOC-001868,md5,74ad42faee54079cf6302118d9fc257f,CMP-0078,55,TLP:GREEN,Abuse.ch,confidential,2024-11-22,2025-01-20,True
IOC-001869,sha256,2ec1713d5b9b82f16c568535055c89a37f664c4f311b685c52227bb7829b928c,CMP-0004,68,TLP:CLEAR,Confidential HUMINT,public,2024-10-25,2024-12-07,True
IOC-001870,email,hr@dropbox-team.com,CMP-0138,98,TLP:AMBER,ISAC Share,partner,2025-03-30,2025-04-22,True
IOC-001871,md5,5d3dd3190f27bd5e79d755ba295d38a4,CMP-0079,96,TLP:RED,Abuse.ch,restricted,2025-07-24,2025-07-24,True
IOC-001872,domain,secure-share.net,CMP-0083,58,TLP:CLEAR,CrowdStrike Falcon X,partner,2025-02-20,2025-03-07,True
IOC-001873,email,admin@secure-mail.com,CMP-0077,51,TLP:CLEAR,Internal Honeypot,restricted,2024-08-19,2024-10-17,False
IOC-001874,url,https://files.evilcdn.com/526d1734,CMP-0052,57,TLP:GREEN,Confidential HUMINT,confidential,2024-09-20,2024-10-15,True
IOC-001875,ipv4,98.129.196.254,CMP-0083,68,TLP:AMBER,OSINT Crawler,restricted,2024-12-21,2025-02-14,True
IOC-001876,url,https://static.badhost.com/e52ed428,CMP-0095,54,TLP:RED,Abuse.ch,restricted,2024-12-26,2025-01-14,False
IOC-001877,md5,e1d6f898b45fd544dffc7436f76e726c,CMP-0022,75,TLP:GREEN,ISAC Share,partner,2025-08-20,2025-10-08,True
IOC-001878,domain,cdn-share.io,CMP-0002,44,TLP:CLEAR,ISAC Share,public,2025-05-06,2025-06-25,True
IOC-001879,ipv4,105.239.193.132,CMP-0134,80,TLP:GREEN,Recorded Future,partner,2026-04-18,2026-05-02,False
IOC-001880,filename,invoice_2026.docm,CMP-0136,49,TLP:AMBER,VirusTotal,partner,2024-10-14,2024-10-14,False
IOC-001881,md5,86f93cf73f0707b3da3faafa835959fb,CMP-0045,57,TLP:AMBER,VirusTotal,public,2026-04-16,2026-04-30,True
IOC-001882,md5,352eb095284bbed2986fbf4f3b0c5f1b,CMP-0031,96,TLP:GREEN,Mandiant,confidential,2026-05-03,2026-06-01,True
IOC-001883,email,no-reply@acct-verify.com,CMP-0035,78,TLP:AMBER,CrowdStrike Falcon X,confidential,2025-05-27,2025-06-01,True
IOC-001884,url,https://cdn.badhost.com/d03babe8,CMP-0059,68,TLP:CLEAR,Recorded Future,restricted,2026-03-02,2026-04-17,True
IOC-001885,email,no-reply@acct-verify.com,CMP-0093,57,TLP:CLEAR,Internal Honeypot,restricted,2024-11-06,2024-12-30,True
IOC-001886,filename,update_urgent.pdf.exe,CMP-0143,93,TLP:CLEAR,Internal Honeypot,confidential,2025-11-28,2026-01-06,True
IOC-001887,domain,dropbox-auth.com,CMP-0099,95,TLP:CLEAR,Recorded Future,confidential,2026-04-30,2026-05-31,False
IOC-001888,email,hr@acct-verify.com,CMP-0122,41,TLP:RED,Internal Honeypot,public,2025-08-11,2025-09-27,True
IOC-001889,email,it-support@secure-mail.com,CMP-0022,68,TLP:RED,VirusTotal,confidential,2024-08-16,2024-09-20,True
IOC-001890,email,no-reply@secure-mail.com,CMP-0059,44,TLP:CLEAR,CrowdStrike Falcon X,restricted,2024-08-10,2024-08-30,True
IOC-001891,md5,c98df74f47088b1703170e98b1e48666,CMP-0079,86,TLP:GREEN,Confidential HUMINT,confidential,2024-12-08,2025-01-24,True
IOC-001892,md5,1238b6df1859bd99ea98edf4c60a4d18,CMP-0070,74,TLP:GREEN,VirusTotal,confidential,2025-06-06,2025-07-29,True
IOC-001893,filename,update_2026.zip,CMP-0077,99,TLP:GREEN,Confidential HUMINT,public,2025-02-19,2025-04-20,False
IOC-001894,ipv4,60.212.213.10,CMP-0072,92,TLP:AMBER,OSINT Crawler,confidential,2025-10-21,2025-11-06,True
IOC-001895,email,no-reply@dropbox-team.com,CMP-0125,51,TLP:RED,OSINT Crawler,confidential,2024-11-08,2024-12-26,True
IOC-001896,filename,scan-final.pdf.exe,CMP-0071,81,TLP:GREEN,ISAC Share,confidential,2025-10-16,2025-10-17,True
IOC-001897,md5,c6a226ee5c95156726040c2afe3fbc00,CMP-0134,100,TLP:AMBER,Internal Honeypot,restricted,2024-10-27,2024-12-17,True
IOC-001898,url,https://static.xn--malware.com/3e2ca6cd,CMP-0053,87,TLP:CLEAR,ISAC Share,restricted,2025-08-17,2025-08-26,True
IOC-001899,url,https://files.evilcdn.com/4cb8f0ce,CMP-0053,87,TLP:RED,Recorded Future,public,2025-10-24,2025-12-16,False
IOC-001900,ipv4,101.244.194.111,CMP-0035,64,TLP:GREEN,Abuse.ch,restricted,2025-08-03,2025-08-05,True
IOC-001901,filename,invoice_2026.docm,CMP-0103,54,TLP:GREEN,Internal Honeypot,public,2025-07-19,2025-08-25,False
IOC-001902,domain,login-files.com,CMP-0118,67,TLP:RED,CrowdStrike Falcon X,restricted,2025-03-12,2025-04-30,False
IOC-001903,url,https://static.badhost.com/77a543ab,CMP-0142,71,TLP:RED,Recorded Future,partner,2025-08-07,2025-08-28,True
