indicator_id,indicator_value,urlhaus_type,host,url_status,threat,tags,family,payload_file_type,payload_md5,payload_sha256,urlhaus_reference,date_added
IOC-004282,eb09d387236d17e6a7d5f3b6474aab61,md5,,,,,Generic,html,eb09d387236d17e6a7d5f3b6474aab61,,,2026-06-11
IOC-004283,eb5006a8c8d9a03f3eef6642aff7bcae,md5,,,,,Generic,zip,eb5006a8c8d9a03f3eef6642aff7bcae,,,2026-06-11
IOC-004284,eb716f6f96d7ad47bd05df762e78b98e,md5,,,,,Generic,html,eb716f6f96d7ad47bd05df762e78b98e,,,2026-06-10
IOC-004285,eb7fe0fd1463a58a165df1111669eaea,md5,,,,,Generic,elf,eb7fe0fd1463a58a165df1111669eaea,,,2026-06-10
IOC-004286,ec049f963c6444455f18254669518716,md5,,,,,Generic,elf,ec049f963c6444455f18254669518716,,,2026-06-11
IOC-004287,ec3d145b2ca9244130df2c2ef3ff6eb8,md5,,,,,Mirai,elf,ec3d145b2ca9244130df2c2ef3ff6eb8,,,2026-06-10
IOC-004288,ec3dcfc62b756405e180004ad6945c83,md5,,,,,Generic,html,ec3dcfc62b756405e180004ad6945c83,,,2026-06-10
IOC-004289,ec4358de89cad3de1ef7b12e4808b49a,md5,,,,,Generic,html,ec4358de89cad3de1ef7b12e4808b49a,,,2026-06-10
IOC-004290,ec59c9ab787b7004d3b8db22814b2917,md5,,,,,Generic,js,ec59c9ab787b7004d3b8db22814b2917,,,2026-06-10
IOC-004291,ecbe31e7aebd0b9faa0e29992c470fdb,md5,,,,,Mirai,elf,ecbe31e7aebd0b9faa0e29992c470fdb,,,2026-06-10
IOC-004292,ed4438973d0cc6f4b50eddbe9c7edc64,md5,,,,,Generic,html,ed4438973d0cc6f4b50eddbe9c7edc64,,,2026-06-10
IOC-004293,edf5c79925c5d35a62ea5201ba4ff5ba,md5,,,,,Mirai,elf,edf5c79925c5d35a62ea5201ba4ff5ba,,,2026-06-10
IOC-004294,ee221ba1850fcc58b7bfad073c8da0bc,md5,,,,,Generic,html,ee221ba1850fcc58b7bfad073c8da0bc,,,2026-06-10
IOC-004295,eeb9947c341bda5e8921eb2fc59bd519,md5,,,,,Generic,html,eeb9947c341bda5e8921eb2fc59bd519,,,2026-06-10
IOC-004296,eec5c6c219535fba3a0492ea8118b397,md5,,,,,Mirai,elf,eec5c6c219535fba3a0492ea8118b397,,,2026-06-11
IOC-004297,eee4cb208f9f1fcc7a0b0b85b13c8cf4,md5,,,,,Generic,unknown,eee4cb208f9f1fcc7a0b0b85b13c8cf4,,,2026-06-10
IOC-004298,f065ae41dfabae385f1f212178b43797,md5,,,,,Generic,html,f065ae41dfabae385f1f212178b43797,,,2026-06-11
IOC-004299,f0a39f67b98de6b24c82b7936265e2b2,md5,,,,,Generic,html,f0a39f67b98de6b24c82b7936265e2b2,,,2026-06-10
IOC-004300,f17e5803aff7287769230eab8f2d66b1,md5,,,,,Gafgyt,elf,f17e5803aff7287769230eab8f2d66b1,,,2026-06-10
IOC-004301,f2602d2024f852fa967ddcb75ca89c44,md5,,,,,Generic,sh,f2602d2024f852fa967ddcb75ca89c44,,,2026-06-11
IOC-004302,f26c64fbe08614eefa767b51d602fe96,md5,,,,,Generic,unknown,f26c64fbe08614eefa767b51d602fe96,,,2026-06-10
IOC-004303,f465eae608b635b21dc94fb2010af8db,md5,,,,,Generic,json,f465eae608b635b21dc94fb2010af8db,,,2026-06-11
IOC-004304,f47f8c46498afc4b36e80caf0703bca8,md5,,,,,Mirai,elf,f47f8c46498afc4b36e80caf0703bca8,,,2026-06-10
IOC-004305,f4ddb87d2cd68980145d68d80c0061ca,md5,,,,,Generic,unknown,f4ddb87d2cd68980145d68d80c0061ca,,,2026-06-10
IOC-004306,f507fef47f60e35aec4cc8732e44d15f,md5,,,,,Generic,zip,f507fef47f60e35aec4cc8732e44d15f,,,2026-06-10
IOC-004307,f52e068130cac501182aafa929fab993,md5,,,,,Generic,unknown,f52e068130cac501182aafa929fab993,,,2026-06-10
IOC-004308,f5c8f4efcdf899e3e461d5d4fadf2cd8,md5,,,,,Generic,html,f5c8f4efcdf899e3e461d5d4fadf2cd8,,,2026-06-10
IOC-004309,f5d0d4bdf611cd99cef0e3e68439c1ac,md5,,,,,Generic,html,f5d0d4bdf611cd99cef0e3e68439c1ac,,,2026-06-10
IOC-004310,f60c672d551010a55ea013bdb09ca44e,md5,,,,,Generic,html,f60c672d551010a55ea013bdb09ca44e,,,2026-06-11
IOC-004311,f7202d8dbe864c310f0c17eca6bacc2f,md5,,,,,Generic,html,f7202d8dbe864c310f0c17eca6bacc2f,,,2026-06-10
IOC-004312,f731ad48bd482a12576afb68cee96e1a,md5,,,,,Generic,sh,f731ad48bd482a12576afb68cee96e1a,,,2026-06-10
IOC-004313,f746ca89696d0b143c0d23eecf7a19a0,md5,,,,,Generic,unknown,f746ca89696d0b143c0d23eecf7a19a0,,,2026-06-10
IOC-004314,f84015f38c2118ce410ffc1e0d5724ab,md5,,,,,Mirai,elf,f84015f38c2118ce410ffc1e0d5724ab,,,2026-06-10
IOC-004315,f8ee45e8f786d6194072bb73af9c2289,md5,,,,,Mirai,elf,f8ee45e8f786d6194072bb73af9c2289,,,2026-06-10
IOC-004316,f91330850941186ec9d4ca316d19d6c2,md5,,,,,Generic,html,f91330850941186ec9d4ca316d19d6c2,,,2026-06-10
IOC-004317,f985cbc9d0b975c4afdbd0a28214729c,md5,,,,,Mirai,elf,f985cbc9d0b975c4afdbd0a28214729c,,,2026-06-10
IOC-004318,f999307185efd1a668b3bc5523eef038,md5,,,,,Generic,html,f999307185efd1a668b3bc5523eef038,,,2026-06-10
IOC-004319,f9cb8e91952dfd76306e51bfd6baf0ec,md5,,,,,Generic,unknown,f9cb8e91952dfd76306e51bfd6baf0ec,,,2026-06-10
IOC-004320,f9d7356e99b3db292039500d61222a83,md5,,,,,Generic,html,f9d7356e99b3db292039500d61222a83,,,2026-06-10
IOC-004321,fa058af8c955e1c47fb4ce70c9a20096,md5,,,,,RemusStealer,exe,fa058af8c955e1c47fb4ce70c9a20096,,,2026-06-10
IOC-004322,fa0ac8e6a67dda0acfd85cc1295451d0,md5,,,,,Mirai,elf,fa0ac8e6a67dda0acfd85cc1295451d0,,,2026-06-10
IOC-004323,fb73c9bfa76ff9c384885fb8f7ded904,md5,,,,,Mirai,elf,fb73c9bfa76ff9c384885fb8f7ded904,,,2026-06-11
IOC-004324,fbdf2a4a884605e5dfc0f39b1601a151,md5,,,,,Generic,html,fbdf2a4a884605e5dfc0f39b1601a151,,,2026-06-10
IOC-004325,fbe187f92116ae79c8006264829763fb,md5,,,,,Mirai,elf,fbe187f92116ae79c8006264829763fb,,,2026-06-10
IOC-004326,fcd1d8d406cd62e506f3ab8987a7f717,md5,,,,,Ransomware.BlackMatter,exe,fcd1d8d406cd62e506f3ab8987a7f717,,,2026-06-10
IOC-004327,fce0bf824e45bc94a6b081340541e164,md5,,,,,Generic,txt,fce0bf824e45bc94a6b081340541e164,,,2026-06-10
IOC-004328,fd841f9f7e0e4c3f9a88a7ac369966d2,md5,,,,,Generic,html,fd841f9f7e0e4c3f9a88a7ac369966d2,,,2026-06-11
IOC-004329,fdd0286bcbba4506aa8dff99906705d8,md5,,,,,Generic,html,fdd0286bcbba4506aa8dff99906705d8,,,2026-06-11
IOC-004330,fe3c53397bd27418d58f630e337be39c,md5,,,,,Generic,zip,fe3c53397bd27418d58f630e337be39c,,,2026-06-10
IOC-004331,fe97841adfa1c55020ff03b40fbb854b,md5,,,,,Generic,js,fe97841adfa1c55020ff03b40fbb854b,,,2026-06-10
IOC-004332,fecd8451c42e27b7ebb546e018230778,md5,,,,,Generic,html,fecd8451c42e27b7ebb546e018230778,,,2026-06-11
IOC-004333,ff2b4592e05a742525c9ac7e2b0dd398,md5,,,,,Vidar,exe,ff2b4592e05a742525c9ac7e2b0dd398,,,2026-06-10
IOC-004334,ff42a02caa6854c3ee49be46dfc587d3,md5,,,,,Generic,sh,ff42a02caa6854c3ee49be46dfc587d3,,,2026-06-10
IOC-004335,ff65ad31f8d3815e22980eb0be50850d,md5,,,,,Generic,html,ff65ad31f8d3815e22980eb0be50850d,,,2026-06-10
IOC-004336,ff9bc8feb880e33b7dabbc0d5a55cfa3,md5,,,,,Generic,html,ff9bc8feb880e33b7dabbc0d5a55cfa3,,,2026-06-11
IOC-004337,006535fe7c58d568c8f59c9fd47e03cceb24556d9e1ddd348319e3caed398a3a,sha256,,,,,Mirai,elf,,006535fe7c58d568c8f59c9fd47e03cceb24556d9e1ddd348319e3caed398a3a,,2026-06-10
IOC-004338,0107a4b28839920e8106649544a8da2f5dcfc1fc205b6dbbd3a9073c6e377651,sha256,,,,,Generic,html,,0107a4b28839920e8106649544a8da2f5dcfc1fc205b6dbbd3a9073c6e377651,,2026-06-11
IOC-004339,012555c373514f73f7e8f10434250ca2a567bef4c5fbfb2e0df4d486112d73bc,sha256,,,,,VantaRAT,exe,,012555c373514f73f7e8f10434250ca2a567bef4c5fbfb2e0df4d486112d73bc,,2026-06-10
IOC-004340,01262fe94f63ae9b41e8a06e45f3bdb4aed3a7a83baaf24610e7d75e0c7fe777,sha256,,,,,Mirai,elf,,01262fe94f63ae9b41e8a06e45f3bdb4aed3a7a83baaf24610e7d75e0c7fe777,,2026-06-10
IOC-004341,01354f56e0cc10d2eabf36cdfb9c58c6b975872663aa1e522d9084815bd03a34,sha256,,,,,Generic,html,,01354f56e0cc10d2eabf36cdfb9c58c6b975872663aa1e522d9084815bd03a34,,2026-06-10
IOC-004342,01a1b9c3d30ee89c6bb48ba9dabbf2c64e02ef8eb61e33ebf525d45c45b19cb8,sha256,,,,,Generic,html,,01a1b9c3d30ee89c6bb48ba9dabbf2c64e02ef8eb61e33ebf525d45c45b19cb8,,2026-06-10
IOC-004343,021928146a10d6f8a21fea2420eed785b4656605058d8a523d3be4aba36e062e,sha256,,,,,Generic,exe,,021928146a10d6f8a21fea2420eed785b4656605058d8a523d3be4aba36e062e,,2026-06-10
IOC-004344,02248ee9c98a2550fa95fa35778add5c42b283f8d664fe45892ca2a8e19ef33a,sha256,,,,,Generic,html,,02248ee9c98a2550fa95fa35778add5c42b283f8d664fe45892ca2a8e19ef33a,,2026-06-10
IOC-004345,0248db11caf301a83e5f9187b8b4c81d6d7e2820433d25000832b871a3cd029d,sha256,,,,,Generic,html,,0248db11caf301a83e5f9187b8b4c81d6d7e2820433d25000832b871a3cd029d,,2026-06-10
IOC-004346,028c8003c25eb6ea0b01b9308132fb94719892f090180b8f228bf92a9c943ab2,sha256,,,,,Generic,html,,028c8003c25eb6ea0b01b9308132fb94719892f090180b8f228bf92a9c943ab2,,2026-06-10
IOC-004347,0296325de3973c94d1935d1bcc8343fbea3ccda1ba3e6a15cfd1b4b095842c0a,sha256,,,,,Generic,html,,0296325de3973c94d1935d1bcc8343fbea3ccda1ba3e6a15cfd1b4b095842c0a,,2026-06-11
IOC-004348,02a4e697e46b6fb15266c18e3d5774492e6f3e32a8b81fd15d6e68f48cfebcdb,sha256,,,,,Generic,html,,02a4e697e46b6fb15266c18e3d5774492e6f3e32a8b81fd15d6e68f48cfebcdb,,2026-06-11
IOC-004349,02a82f7e4ac5e6b2b9842945fc1fbbe35f239bf378d6228679659725836beb6c,sha256,,,,,Generic,html,,02a82f7e4ac5e6b2b9842945fc1fbbe35f239bf378d6228679659725836beb6c,,2026-06-10
IOC-004350,02b4a57b68781020a57ff60e673617ee23f1a0b85b46bfc390e9608db27a3501,sha256,,,,,Gafgyt,elf,,02b4a57b68781020a57ff60e673617ee23f1a0b85b46bfc390e9608db27a3501,,2026-06-11
IOC-004351,030e53b7d1559e5b283ca0de905e84a57ce29e87c423600b742a1613d4de2d24,sha256,,,,,Generic,html,,030e53b7d1559e5b283ca0de905e84a57ce29e87c423600b742a1613d4de2d24,,2026-06-10
IOC-004352,03455ea6e57c66557d84eed30e624d49f9c2d7c604c2bf156ce56c6b5ccb7b14,sha256,,,,,Generic,html,,03455ea6e57c66557d84eed30e624d49f9c2d7c604c2bf156ce56c6b5ccb7b14,,2026-06-10
IOC-004353,03d2902a6b740ad84fdbddc169bd111c5d0a759a70a9124269c811e5081f979a,sha256,,,,,Generic,sh,,03d2902a6b740ad84fdbddc169bd111c5d0a759a70a9124269c811e5081f979a,,2026-06-10
IOC-004354,050d4043af02c7cfaf00f257f28e8c8313f6f444c843def486fc2141d379da49,sha256,,,,,Generic,unknown,,050d4043af02c7cfaf00f257f28e8c8313f6f444c843def486fc2141d379da49,,2026-06-10
IOC-004355,05503ce4d259d2ae8508ebdb81b0c238d424d941df3c5aeffdb265de89d221ea,sha256,,,,,Mirai,elf,,05503ce4d259d2ae8508ebdb81b0c238d424d941df3c5aeffdb265de89d221ea,,2026-06-10
IOC-004356,05b41827e2aaf8e9f4a2f4bfb44c6c855491d6b7a503a9aaaf27ba3a60cd9f62,sha256,,,,,Generic,html,,05b41827e2aaf8e9f4a2f4bfb44c6c855491d6b7a503a9aaaf27ba3a60cd9f62,,2026-06-10
IOC-004357,05c778187ff079456fead10405ab911f31fa40a6a501178f34245c13ae737f09,sha256,,,,,Gafgyt,elf,,05c778187ff079456fead10405ab911f31fa40a6a501178f34245c13ae737f09,,2026-06-11
IOC-004358,060998fcfbb06d0209907e0ef8203f7daa2a95c11ab363960544c4375807d211,sha256,,,,,Generic,html,,060998fcfbb06d0209907e0ef8203f7daa2a95c11ab363960544c4375807d211,,2026-06-10
IOC-004359,077116a9f9e2ce05363b0862d575590c0460ede22cfec2b69177569e03e1fb9c,sha256,,,,,Mirai,elf,,077116a9f9e2ce05363b0862d575590c0460ede22cfec2b69177569e03e1fb9c,,2026-06-10
IOC-004360,07b826ff72857ffe5f5bae1a3064ba697bb326ff4002547a1a6055a7fa4f1c68,sha256,,,,,Generic,html,,07b826ff72857ffe5f5bae1a3064ba697bb326ff4002547a1a6055a7fa4f1c68,,2026-06-11
IOC-004361,084252b2bc2b32aaf6d6a6d480a644e60bd5f8d05dd605089f022c7b1757ded5,sha256,,,,,Generic,html,,084252b2bc2b32aaf6d6a6d480a644e60bd5f8d05dd605089f022c7b1757ded5,,2026-06-11
IOC-004362,08923cead570be52461bc30f333699f95fb60b0ee6528b689d0a3648e8bb7b6a,sha256,,,,,Generic,html,,08923cead570be52461bc30f333699f95fb60b0ee6528b689d0a3648e8bb7b6a,,2026-06-11
IOC-004363,089d98c7c8a36f247997df576c46832aea8532001a0294e9acca3bbb42319d13,sha256,,,,,Generic,html,,089d98c7c8a36f247997df576c46832aea8532001a0294e9acca3bbb42319d13,,2026-06-10
IOC-004364,08d2e3aa913da2baca0bd17f059d89edb5e6a363e205df5ed086847edf08ea61,sha256,,,,,Generic,unknown,,08d2e3aa913da2baca0bd17f059d89edb5e6a363e205df5ed086847edf08ea61,,2026-06-10
IOC-004365,09f9413c6dd3ba215b07c472d932d0ec635c2d96523dfd15af95683e984695cb,sha256,,,,,Generic,unknown,,09f9413c6dd3ba215b07c472d932d0ec635c2d96523dfd15af95683e984695cb,,2026-06-10
IOC-004366,0af91fdae3b0030439a63186a442bf1f4cbd0a3d95f04389ac933b4edf39dc98,sha256,,,,,Mirai,elf,,0af91fdae3b0030439a63186a442bf1f4cbd0a3d95f04389ac933b4edf39dc98,,2026-06-10
IOC-004367,0b116f1ad2400ac409c84a7ba99fdebbb61e92388fbdb6b14e4d817f94a83859,sha256,,,,,Generic,html,,0b116f1ad2400ac409c84a7ba99fdebbb61e92388fbdb6b14e4d817f94a83859,,2026-06-11
IOC-004368,0b61d40ac24427de9635ff650b729edd95af2b621939708314962e7738d765e8,sha256,,,,,Generic,txt,,0b61d40ac24427de9635ff650b729edd95af2b621939708314962e7738d765e8,,2026-06-10
IOC-004369,0b760cf4b6c7546306d2325e75b514a521d3759d4ecdf6668442d2938f466782,sha256,,,,,Generic,exe,,0b760cf4b6c7546306d2325e75b514a521d3759d4ecdf6668442d2938f466782,,2026-06-10
IOC-004370,0ba9367b846bbcbfef57a14ed9971e6909654d94d89063c5587928de2fc25371,sha256,,,,,Mirai,elf,,0ba9367b846bbcbfef57a14ed9971e6909654d94d89063c5587928de2fc25371,,2026-06-10
IOC-004371,0bcbf7e09b9fd9dd9d487b6e726cfd93fe25cb1d012960058fccaf188708d2e4,sha256,,,,,Generic,html,,0bcbf7e09b9fd9dd9d487b6e726cfd93fe25cb1d012960058fccaf188708d2e4,,2026-06-10
IOC-004372,0bd4eba1056fa8879956ca67bb12afffcbee75dcb9ef38196764d90125a8b4df,sha256,,,,,Generic,html,,0bd4eba1056fa8879956ca67bb12afffcbee75dcb9ef38196764d90125a8b4df,,2026-06-10
IOC-004373,0c393756c8713871b94d0cda58331cb449662b5325f2a612d86de514706e69b2,sha256,,,,,Mirai,elf,,0c393756c8713871b94d0cda58331cb449662b5325f2a612d86de514706e69b2,,2026-06-10
IOC-004374,0cb14294dd0613b3b06adf1e3532463c14024d8472b9ef8416ad3aa22e018f78,sha256,,,,,Mirai,elf,,0cb14294dd0613b3b06adf1e3532463c14024d8472b9ef8416ad3aa22e018f78,,2026-06-10
IOC-004375,0d756fd28abacd2eab10ccc0ac24139c9931436e982838535cfd31e4c6bb6f4c,sha256,,,,,Generic,sh,,0d756fd28abacd2eab10ccc0ac24139c9931436e982838535cfd31e4c6bb6f4c,,2026-06-10
IOC-004376,0dae9b94b1b3e5cf0203db897c09048547b6c8af0444b9bedd0989deffe54d8d,sha256,,,,,Generic,html,,0dae9b94b1b3e5cf0203db897c09048547b6c8af0444b9bedd0989deffe54d8d,,2026-06-11
IOC-004377,0dba7f0009e42740e53f36fba164824c35871eb98d539c9367adb7217bc0865a,sha256,,,,,Mirai,elf,,0dba7f0009e42740e53f36fba164824c35871eb98d539c9367adb7217bc0865a,,2026-06-10
IOC-004378,0ebe3a6f3af74218be409418a03d6f8f470067e746f444d33a9e1d5309086d94,sha256,,,,,Mirai,elf,,0ebe3a6f3af74218be409418a03d6f8f470067e746f444d33a9e1d5309086d94,,2026-06-10
IOC-004379,0f97b6a0c25560d63a863ff043a9556cb730ed6c8b20916eac98e2b969ab5f48,sha256,,,,,Stealc,exe,,0f97b6a0c25560d63a863ff043a9556cb730ed6c8b20916eac98e2b969ab5f48,,2026-06-10
IOC-004380,0fb17b217a525f8fee47531706a530d5e041d3aa8ccdc71a99795cf070571e26,sha256,,,,,Generic,elf,,0fb17b217a525f8fee47531706a530d5e041d3aa8ccdc71a99795cf070571e26,,2026-06-11
IOC-004381,0fe60f8018dd1c4428a0b6c5512b1ec0cc6e4661136d81caa3c21a0e42eca468,sha256,,,,,Generic,html,,0fe60f8018dd1c4428a0b6c5512b1ec0cc6e4661136d81caa3c21a0e42eca468,,2026-06-11
IOC-004382,0ffabf99aa13e7318ea55217e6795d456b154ee376e0bef15eddaf43fcdcf190,sha256,,,,,Generic,zip,,0ffabf99aa13e7318ea55217e6795d456b154ee376e0bef15eddaf43fcdcf190,,2026-06-10
IOC-004383,1009907d66cbbe2ef25e260246fa65119a91e568ebb990d9f26c0ed41249a81b,sha256,,,,,Generic,html,,1009907d66cbbe2ef25e260246fa65119a91e568ebb990d9f26c0ed41249a81b,,2026-06-10
IOC-004384,10d654dc823a3957f0a4ac513f7ca207dd317e207bbb821ebcc959fd157b3b45,sha256,,,,,Generic,html,,10d654dc823a3957f0a4ac513f7ca207dd317e207bbb821ebcc959fd157b3b45,,2026-06-10
IOC-004385,10e14d5f62c42101195f8274cd7584122238e593938ece2a9a25f519143cd751,sha256,,,,,Generic,html,,10e14d5f62c42101195f8274cd7584122238e593938ece2a9a25f519143cd751,,2026-06-10
IOC-004386,11060d1233c327a26b21c1ce15afe9c7e4d73f5e34627abe88549a6947974373,sha256,,,,,Generic,html,,11060d1233c327a26b21c1ce15afe9c7e4d73f5e34627abe88549a6947974373,,2026-06-10
IOC-004387,11c6c1093456e9eb949778d8fa9987cc7ffbd678fa2d30268f6e6b2ac2a320fb,sha256,,,,,Generic,sh,,11c6c1093456e9eb949778d8fa9987cc7ffbd678fa2d30268f6e6b2ac2a320fb,,2026-06-10
IOC-004388,12013662c71da69de977c04cd7021f13a70cf7bed4ca6c82acbc100464d4b0ef,sha256,,,,,Mirai,elf,,12013662c71da69de977c04cd7021f13a70cf7bed4ca6c82acbc100464d4b0ef,,2026-06-11
IOC-004389,12193847011c1eeb976dfbaae52de06df5b04ad6deaa6e8985102cd14a20f794,sha256,,,,,Generic,html,,12193847011c1eeb976dfbaae52de06df5b04ad6deaa6e8985102cd14a20f794,,2026-06-10
IOC-004390,12a756c8fe01ff0ca04bbdab21a5c1e307aa9de63b93d7ccd60d954b772ce49f,sha256,,,,,Mirai,elf,,12a756c8fe01ff0ca04bbdab21a5c1e307aa9de63b93d7ccd60d954b772ce49f,,2026-06-11
IOC-004391,136635933487c0897c3ac83a296930dee21379b74e00f32e58d78630729223ce,sha256,,,,,Mirai,elf,,136635933487c0897c3ac83a296930dee21379b74e00f32e58d78630729223ce,,2026-06-10
IOC-004392,1445c6a4e38c583129f2cb58d323ca2ef99032fa1c4fe1d535024a1610fb1216,sha256,,,,,Generic,unknown,,1445c6a4e38c583129f2cb58d323ca2ef99032fa1c4fe1d535024a1610fb1216,,2026-06-10
IOC-004393,152a8f82993e07eac6b11e35d5534cb38308e03b400afee1fffa8f213d7432af,sha256,,,,,Generic,sh,,152a8f82993e07eac6b11e35d5534cb38308e03b400afee1fffa8f213d7432af,,2026-06-10
IOC-004394,153fa3ceff9dbfde3100cef3880aa73fe19a0374098fa5f89e16253f9298cf98,sha256,,,,,Generic,js,,153fa3ceff9dbfde3100cef3880aa73fe19a0374098fa5f89e16253f9298cf98,,2026-06-11
IOC-004395,1594f8d2892c3d64d96604179cb73490ddf70e69ff7ea5688e74e28fed8621ee,sha256,,,,,Generic,html,,1594f8d2892c3d64d96604179cb73490ddf70e69ff7ea5688e74e28fed8621ee,,2026-06-10
IOC-004396,15b8df4da2ff0a81e8b5a59e414924c6d264e7abc09faee4f9a2d2f598899732,sha256,,,,,Generic,html,,15b8df4da2ff0a81e8b5a59e414924c6d264e7abc09faee4f9a2d2f598899732,,2026-06-10
IOC-004397,166046807bb1f4e33c77eff2bc0eead70f1935dcdac9b07845b8aa482e3b2500,sha256,,,,,Mirai,elf,,166046807bb1f4e33c77eff2bc0eead70f1935dcdac9b07845b8aa482e3b2500,,2026-06-10
IOC-004398,17a9792665557995f330448e2f8c2b111a7f8512f3419c0642ec5cb78f4fa569,sha256,,,,,Mirai,elf,,17a9792665557995f330448e2f8c2b111a7f8512f3419c0642ec5cb78f4fa569,,2026-06-10
IOC-004399,17cb75822036257a3be4b3952610b07953131b00f65780282cb871dce2515ff2,sha256,,,,,Generic,txt,,17cb75822036257a3be4b3952610b07953131b00f65780282cb871dce2515ff2,,2026-06-10
IOC-004400,18be43df55ff6bd73ba34df1fcb08132a40a98de1cc4365be335f4a1cdfed0d9,sha256,,,,,Gafgyt,elf,,18be43df55ff6bd73ba34df1fcb08132a40a98de1cc4365be335f4a1cdfed0d9,,2026-06-11
IOC-004401,18e3924d1ce6daab56f4e6a9d9da647413031cd504eeafa41b711e773757479a,sha256,,,,,Generic,html,,18e3924d1ce6daab56f4e6a9d9da647413031cd504eeafa41b711e773757479a,,2026-06-10
IOC-004402,18f67e830f0e1cdeb3b6da51aef9c28090d1adbf79bd79f8f333a1df63df1c64,sha256,,,,,Generic,html,,18f67e830f0e1cdeb3b6da51aef9c28090d1adbf79bd79f8f333a1df63df1c64,,2026-06-11
IOC-004403,19107306b7f72b648b3a8250c26c100a9ed4324a7688467f25146e92eb817689,sha256,,,,,Generic,txt,,19107306b7f72b648b3a8250c26c100a9ed4324a7688467f25146e92eb817689,,2026-06-10
IOC-004404,192ffa6121239957a9bfad3b694236c1c01658ef3d2f9d9029765faf348a7c21,sha256,,,,,Generic,html,,192ffa6121239957a9bfad3b694236c1c01658ef3d2f9d9029765faf348a7c21,,2026-06-10
IOC-004405,19dcd57f5558c8070bdde38f1a8954d735b8af83cf156402688111ab3c1da591,sha256,,,,,Generic,html,,19dcd57f5558c8070bdde38f1a8954d735b8af83cf156402688111ab3c1da591,,2026-06-11
IOC-004406,19f56756f3093fe710e7993b0089a4906d3805389502da55a047a27905bb80b3,sha256,,,,,Generic,js,,19f56756f3093fe710e7993b0089a4906d3805389502da55a047a27905bb80b3,,2026-06-11
IOC-004407,1a17e152a76e9de258a8fa12ea05acd3f74a35845b0409d037579d04754d80c0,sha256,,,,,Generic,js,,1a17e152a76e9de258a8fa12ea05acd3f74a35845b0409d037579d04754d80c0,,2026-06-10
IOC-004408,1a83fb2399a1044f05b162fcbfcffe12dbbc8edee672658ef1fa3ff9988d00bb,sha256,,,,,Generic,json,,1a83fb2399a1044f05b162fcbfcffe12dbbc8edee672658ef1fa3ff9988d00bb,,2026-06-10
IOC-004409,1af5b7f6f7a7552a3f3e5e24e734917c6d15d90d362952bd21ee0fa778860fa5,sha256,,,,,Generic,html,,1af5b7f6f7a7552a3f3e5e24e734917c6d15d90d362952bd21ee0fa778860fa5,,2026-06-11
IOC-004410,1b16c848a151735a463fc85972c4a52da9278d466e29c8bb347b2e314f1255f2,sha256,,,,,Generic,html,,1b16c848a151735a463fc85972c4a52da9278d466e29c8bb347b2e314f1255f2,,2026-06-11
IOC-004411,1b21d6a05bb99044c143ee3e3632007d3fe773a588763e52818a290544179769,sha256,,,,,Generic,html,,1b21d6a05bb99044c143ee3e3632007d3fe773a588763e52818a290544179769,,2026-06-10
IOC-004412,1be7ec912c3acd4605cd99dcec117151f8d100f0d979cf749863ce54b98c6e3e,sha256,,,,,Mirai,elf,,1be7ec912c3acd4605cd99dcec117151f8d100f0d979cf749863ce54b98c6e3e,,2026-06-10
IOC-004413,1c176935bcf76026d4e59f2ef740bbf6e951a35696eeb85e98a7b0a30f7b1039,sha256,,,,,Generic,html,,1c176935bcf76026d4e59f2ef740bbf6e951a35696eeb85e98a7b0a30f7b1039,,2026-06-11
IOC-004414,1c38a5f1d5e0767714725b560a0d8fe5e5a2e7601a4791e5d3688e912f035270,sha256,,,,,Gafgyt,elf,,1c38a5f1d5e0767714725b560a0d8fe5e5a2e7601a4791e5d3688e912f035270,,2026-06-10
IOC-004415,1c88ae52c4704be58dcde4cfdd64536e3f65de95dcc395e9d11d92bbd1cb26bd,sha256,,,,,Mirai,elf,,1c88ae52c4704be58dcde4cfdd64536e3f65de95dcc395e9d11d92bbd1cb26bd,,2026-06-10
IOC-004416,1d0af10def74a475d4f6d13550223d90ec7a7c9365c1c746cf0b7ee8f751d2bc,sha256,,,,,Mirai,elf,,1d0af10def74a475d4f6d13550223d90ec7a7c9365c1c746cf0b7ee8f751d2bc,,2026-06-10
IOC-004417,1d7568ca547094080dc7d72db5f399f76f9a3e0519460816654d3bc8f76f60d4,sha256,,,,,Generic,html,,1d7568ca547094080dc7d72db5f399f76f9a3e0519460816654d3bc8f76f60d4,,2026-06-10
IOC-004418,1e3c621f7be6e0a8c220bdd01f7e242cd66fc666e0f91c43454d50bd06ae0359,sha256,,,,,Ransomware.BlackMatter,exe,,1e3c621f7be6e0a8c220bdd01f7e242cd66fc666e0f91c43454d50bd06ae0359,,2026-06-10
IOC-004419,1eb75c3b83cc7d12a13df290be93bfc3d8c8d38c299e8ce052817996b01ce4eb,sha256,,,,,Generic,html,,1eb75c3b83cc7d12a13df290be93bfc3d8c8d38c299e8ce052817996b01ce4eb,,2026-06-10
IOC-004420,1ed309675454536d576540239401be1d8b47d1ccca7f36dc210dfdf9b38bd9a0,sha256,,,,,Mirai,elf,,1ed309675454536d576540239401be1d8b47d1ccca7f36dc210dfdf9b38bd9a0,,2026-06-10
