score_id,account_id,score_date,risk_score,risk_band,model_version,top_signal
SCR-0003307,ACC-001409,2026-05-10,33,low,risk-model-v3.2,credential_stuffing
SCR-0003308,ACC-001409,2026-05-08,38,low,risk-model-v3.2,credential_stuffing
SCR-0003309,ACC-001409,2026-05-06,29,low,risk-model-v3.4,credential_stuffing
SCR-0003310,ACC-001409,2026-05-04,28,low,risk-model-v3.3,credential_stuffing
SCR-0003311,ACC-001746,2026-06-01,59,medium,risk-model-v3.2,data_staging
SCR-0003312,ACC-001746,2026-05-29,69,medium,risk-model-v3.3,data_staging
SCR-0003313,ACC-001746,2026-05-26,73,high,risk-model-v3.4,data_staging
SCR-0003314,ACC-001746,2026-05-23,67,medium,risk-model-v3.3,data_staging
SCR-0003315,ACC-001746,2026-05-20,73,high,risk-model-v3.3,data_staging
SCR-0003316,ACC-001746,2026-05-17,58,medium,risk-model-v3.4,data_staging
SCR-0003317,ACC-001746,2026-05-14,57,medium,risk-model-v3.4,data_staging
SCR-0003318,ACC-001746,2026-05-11,72,high,risk-model-v3.2,data_staging
SCR-0003319,ACC-001746,2026-05-08,64,medium,risk-model-v3.4,data_staging
SCR-0003320,ACC-001746,2026-05-05,59,medium,risk-model-v3.2,data_staging
SCR-0003321,ACC-000955,2026-06-01,19,low,risk-model-v3.4,new_device_burst
SCR-0003322,ACC-000955,2026-05-31,28,low,risk-model-v3.3,new_device_burst
SCR-0003323,ACC-000955,2026-05-30,17,low,risk-model-v3.3,new_device_burst
SCR-0003324,ACC-000955,2026-05-29,19,low,risk-model-v3.4,new_device_burst
SCR-0003325,ACC-000955,2026-05-28,19,low,risk-model-v3.3,new_device_burst
SCR-0003326,ACC-000955,2026-05-27,27,low,risk-model-v3.2,new_device_burst
SCR-0003327,ACC-000955,2026-05-26,20,low,risk-model-v3.4,new_device_burst
SCR-0003328,ACC-000955,2026-05-25,21,low,risk-model-v3.4,new_device_burst
SCR-0003329,ACC-000955,2026-05-24,25,low,risk-model-v3.2,new_device_burst
SCR-0003330,ACC-000955,2026-05-23,30,low,risk-model-v3.3,new_device_burst
SCR-0003331,ACC-000955,2026-05-22,20,low,risk-model-v3.3,new_device_burst
SCR-0003332,ACC-000955,2026-05-21,31,low,risk-model-v3.3,new_device_burst
SCR-0003333,ACC-000955,2026-05-20,17,low,risk-model-v3.4,new_device_burst
SCR-0003334,ACC-000955,2026-05-19,20,low,risk-model-v3.2,new_device_burst
SCR-0003335,ACC-000955,2026-05-18,27,low,risk-model-v3.2,new_device_burst
SCR-0003336,ACC-000955,2026-05-17,22,low,risk-model-v3.4,new_device_burst
SCR-0003337,ACC-000955,2026-05-16,16,low,risk-model-v3.2,new_device_burst
SCR-0003338,ACC-000955,2026-05-15,24,low,risk-model-v3.3,new_device_burst
SCR-0003339,ACC-000955,2026-05-14,18,low,risk-model-v3.4,new_device_burst
SCR-0003340,ACC-000955,2026-05-13,27,low,risk-model-v3.3,new_device_burst
SCR-0003341,ACC-000955,2026-05-12,26,low,risk-model-v3.2,new_device_burst
SCR-0003342,ACC-000955,2026-05-11,28,low,risk-model-v3.3,new_device_burst
SCR-0003343,ACC-000955,2026-05-10,27,low,risk-model-v3.4,new_device_burst
SCR-0003344,ACC-000955,2026-05-09,17,low,risk-model-v3.3,new_device_burst
SCR-0003345,ACC-000955,2026-05-08,28,low,risk-model-v3.3,new_device_burst
SCR-0003346,ACC-000955,2026-05-07,20,low,risk-model-v3.3,new_device_burst
SCR-0003347,ACC-000955,2026-05-06,15,low,risk-model-v3.3,new_device_burst
SCR-0003348,ACC-000955,2026-05-05,30,low,risk-model-v3.2,new_device_burst
SCR-0003349,ACC-000955,2026-05-04,19,low,risk-model-v3.2,new_device_burst
SCR-0003350,ACC-000955,2026-05-03,23,low,risk-model-v3.2,new_device_burst
SCR-0003351,ACC-001911,2026-06-01,41,medium,risk-model-v3.3,malware_callback
SCR-0003352,ACC-001911,2026-05-29,42,medium,risk-model-v3.4,malware_callback
SCR-0003353,ACC-001911,2026-05-26,50,medium,risk-model-v3.3,malware_callback
SCR-0003354,ACC-001911,2026-05-23,49,medium,risk-model-v3.3,malware_callback
SCR-0003355,ACC-001911,2026-05-20,47,medium,risk-model-v3.2,malware_callback
SCR-0003356,ACC-001911,2026-05-17,44,medium,risk-model-v3.2,malware_callback
SCR-0003357,ACC-001911,2026-05-14,42,medium,risk-model-v3.2,malware_callback
SCR-0003358,ACC-001911,2026-05-11,37,low,risk-model-v3.3,malware_callback
SCR-0003359,ACC-001911,2026-05-08,44,medium,risk-model-v3.4,malware_callback
SCR-0003360,ACC-001911,2026-05-05,35,low,risk-model-v3.2,malware_callback
SCR-0003361,ACC-000177,2026-06-01,44,medium,risk-model-v3.4,geo_velocity
SCR-0003362,ACC-000177,2026-05-31,39,low,risk-model-v3.4,geo_velocity
SCR-0003363,ACC-000177,2026-05-30,46,medium,risk-model-v3.2,geo_velocity
SCR-0003364,ACC-000177,2026-05-29,43,medium,risk-model-v3.2,geo_velocity
SCR-0003365,ACC-000177,2026-05-28,44,medium,risk-model-v3.2,geo_velocity
SCR-0003366,ACC-000177,2026-05-27,47,medium,risk-model-v3.4,geo_velocity
SCR-0003367,ACC-000177,2026-05-26,35,low,risk-model-v3.4,geo_velocity
SCR-0003368,ACC-000177,2026-05-25,43,medium,risk-model-v3.2,geo_velocity
SCR-0003369,ACC-000177,2026-05-24,43,medium,risk-model-v3.3,geo_velocity
SCR-0003370,ACC-000177,2026-05-23,44,medium,risk-model-v3.4,geo_velocity
SCR-0003371,ACC-000177,2026-05-22,40,medium,risk-model-v3.3,geo_velocity
SCR-0003372,ACC-000177,2026-05-21,40,medium,risk-model-v3.3,geo_velocity
SCR-0003373,ACC-000177,2026-05-20,46,medium,risk-model-v3.2,geo_velocity
SCR-0003374,ACC-000177,2026-05-19,44,medium,risk-model-v3.2,geo_velocity
SCR-0003375,ACC-000177,2026-05-18,42,medium,risk-model-v3.2,geo_velocity
SCR-0003376,ACC-000177,2026-05-17,44,medium,risk-model-v3.2,geo_velocity
SCR-0003377,ACC-000177,2026-05-16,47,medium,risk-model-v3.2,geo_velocity
SCR-0003378,ACC-000177,2026-05-15,46,medium,risk-model-v3.4,geo_velocity
SCR-0003379,ACC-000177,2026-05-14,36,low,risk-model-v3.3,geo_velocity
SCR-0003380,ACC-000177,2026-05-13,47,medium,risk-model-v3.2,geo_velocity
SCR-0003381,ACC-000177,2026-05-12,44,medium,risk-model-v3.4,geo_velocity
SCR-0003382,ACC-000177,2026-05-11,41,medium,risk-model-v3.3,geo_velocity
SCR-0003383,ACC-000177,2026-05-10,45,medium,risk-model-v3.4,geo_velocity
SCR-0003384,ACC-000177,2026-05-09,32,low,risk-model-v3.4,geo_velocity
SCR-0003385,ACC-000177,2026-05-08,43,medium,risk-model-v3.4,geo_velocity
SCR-0003386,ACC-000177,2026-05-07,43,medium,risk-model-v3.4,geo_velocity
SCR-0003387,ACC-000177,2026-05-06,35,low,risk-model-v3.2,geo_velocity
SCR-0003388,ACC-000177,2026-05-05,35,low,risk-model-v3.4,geo_velocity
SCR-0003389,ACC-000177,2026-05-04,46,medium,risk-model-v3.4,geo_velocity
SCR-0003390,ACC-000177,2026-05-03,36,low,risk-model-v3.4,geo_velocity
SCR-0003391,ACC-001460,2026-06-01,48,medium,risk-model-v3.4,mfa_fatigue
SCR-0003392,ACC-001460,2026-05-31,45,medium,risk-model-v3.4,mfa_fatigue
SCR-0003393,ACC-001460,2026-05-30,40,medium,risk-model-v3.4,mfa_fatigue
SCR-0003394,ACC-001460,2026-05-29,55,medium,risk-model-v3.2,mfa_fatigue
SCR-0003395,ACC-001460,2026-05-28,50,medium,risk-model-v3.3,mfa_fatigue
SCR-0003396,ACC-001460,2026-05-27,39,low,risk-model-v3.3,mfa_fatigue
SCR-0003397,ACC-001460,2026-05-26,39,low,risk-model-v3.2,mfa_fatigue
SCR-0003398,ACC-001460,2026-05-25,47,medium,risk-model-v3.4,mfa_fatigue
SCR-0003399,ACC-001460,2026-05-24,55,medium,risk-model-v3.3,mfa_fatigue
SCR-0003400,ACC-001460,2026-05-23,41,medium,risk-model-v3.4,mfa_fatigue
SCR-0003401,ACC-001460,2026-05-22,45,medium,risk-model-v3.3,mfa_fatigue
SCR-0003402,ACC-001460,2026-05-21,45,medium,risk-model-v3.4,mfa_fatigue
SCR-0003403,ACC-001460,2026-05-20,40,medium,risk-model-v3.3,mfa_fatigue
SCR-0003404,ACC-001460,2026-05-19,46,medium,risk-model-v3.4,mfa_fatigue
SCR-0003405,ACC-001460,2026-05-18,50,medium,risk-model-v3.2,mfa_fatigue
SCR-0003406,ACC-001460,2026-05-17,47,medium,risk-model-v3.3,mfa_fatigue
SCR-0003407,ACC-001460,2026-05-16,39,low,risk-model-v3.4,mfa_fatigue
SCR-0003408,ACC-001460,2026-05-15,48,medium,risk-model-v3.4,mfa_fatigue
SCR-0003409,ACC-001460,2026-05-14,49,medium,risk-model-v3.2,mfa_fatigue
SCR-0003410,ACC-001460,2026-05-13,52,medium,risk-model-v3.2,mfa_fatigue
SCR-0003411,ACC-001460,2026-05-12,49,medium,risk-model-v3.3,mfa_fatigue
SCR-0003412,ACC-001460,2026-05-11,39,low,risk-model-v3.2,mfa_fatigue
SCR-0003413,ACC-001460,2026-05-10,45,medium,risk-model-v3.4,mfa_fatigue
SCR-0003414,ACC-001460,2026-05-09,46,medium,risk-model-v3.2,mfa_fatigue
SCR-0003415,ACC-001460,2026-05-08,48,medium,risk-model-v3.3,mfa_fatigue
SCR-0003416,ACC-001460,2026-05-07,46,medium,risk-model-v3.4,mfa_fatigue
SCR-0003417,ACC-001460,2026-05-06,51,medium,risk-model-v3.2,mfa_fatigue
SCR-0003418,ACC-001460,2026-05-05,43,medium,risk-model-v3.3,mfa_fatigue
SCR-0003419,ACC-001460,2026-05-04,45,medium,risk-model-v3.2,mfa_fatigue
SCR-0003420,ACC-001460,2026-05-03,43,medium,risk-model-v3.3,mfa_fatigue
SCR-0003421,ACC-000659,2026-06-01,94,critical,risk-model-v3.3,new_device_burst
SCR-0003422,ACC-000659,2026-05-29,100,critical,risk-model-v3.4,new_device_burst
SCR-0003423,ACC-000659,2026-05-26,93,critical,risk-model-v3.4,new_device_burst
SCR-0003424,ACC-000659,2026-05-23,86,high,risk-model-v3.4,new_device_burst
SCR-0003425,ACC-000659,2026-05-20,95,critical,risk-model-v3.4,new_device_burst
SCR-0003426,ACC-000659,2026-05-17,87,high,risk-model-v3.3,new_device_burst
SCR-0003427,ACC-000659,2026-05-14,95,critical,risk-model-v3.4,new_device_burst
SCR-0003428,ACC-000659,2026-05-11,98,critical,risk-model-v3.2,new_device_burst
SCR-0003429,ACC-000659,2026-05-08,88,high,risk-model-v3.2,new_device_burst
SCR-0003430,ACC-000659,2026-05-05,91,critical,risk-model-v3.3,new_device_burst
SCR-0003431,ACC-000555,2026-06-01,69,medium,risk-model-v3.2,off_hours_admin
SCR-0003432,ACC-000555,2026-05-29,58,medium,risk-model-v3.2,off_hours_admin
SCR-0003433,ACC-000555,2026-05-26,68,medium,risk-model-v3.4,off_hours_admin
SCR-0003434,ACC-000555,2026-05-23,66,medium,risk-model-v3.4,off_hours_admin
SCR-0003435,ACC-000555,2026-05-20,62,medium,risk-model-v3.3,off_hours_admin
SCR-0003436,ACC-000555,2026-05-17,58,medium,risk-model-v3.2,off_hours_admin
SCR-0003437,ACC-000555,2026-05-14,72,high,risk-model-v3.4,off_hours_admin
SCR-0003438,ACC-000555,2026-05-11,70,high,risk-model-v3.3,off_hours_admin
SCR-0003439,ACC-000555,2026-05-08,70,high,risk-model-v3.2,off_hours_admin
SCR-0003440,ACC-000555,2026-05-05,63,medium,risk-model-v3.2,off_hours_admin
SCR-0003441,ACC-001244,2026-06-01,83,high,risk-model-v3.2,off_hours_admin
SCR-0003442,ACC-001244,2026-05-29,73,high,risk-model-v3.3,off_hours_admin
SCR-0003443,ACC-001244,2026-05-26,78,high,risk-model-v3.2,off_hours_admin
SCR-0003444,ACC-001244,2026-05-23,72,high,risk-model-v3.2,off_hours_admin
SCR-0003445,ACC-001244,2026-05-20,79,high,risk-model-v3.2,off_hours_admin
SCR-0003446,ACC-001244,2026-05-17,86,high,risk-model-v3.3,off_hours_admin
SCR-0003447,ACC-001244,2026-05-14,81,high,risk-model-v3.4,off_hours_admin
SCR-0003448,ACC-001244,2026-05-11,86,high,risk-model-v3.3,off_hours_admin
SCR-0003449,ACC-001244,2026-05-08,71,high,risk-model-v3.2,off_hours_admin
SCR-0003450,ACC-001244,2026-05-05,73,high,risk-model-v3.4,off_hours_admin
SCR-0003451,ACC-001608,2026-06-01,83,high,risk-model-v3.4,credential_stuffing
SCR-0003452,ACC-001608,2026-05-29,92,critical,risk-model-v3.3,credential_stuffing
SCR-0003453,ACC-001608,2026-05-26,85,high,risk-model-v3.4,credential_stuffing
SCR-0003454,ACC-001608,2026-05-23,81,high,risk-model-v3.2,credential_stuffing
SCR-0003455,ACC-001608,2026-05-20,76,high,risk-model-v3.3,credential_stuffing
SCR-0003456,ACC-001608,2026-05-17,77,high,risk-model-v3.2,credential_stuffing
SCR-0003457,ACC-001608,2026-05-14,86,high,risk-model-v3.2,credential_stuffing
SCR-0003458,ACC-001608,2026-05-11,92,critical,risk-model-v3.3,credential_stuffing
SCR-0003459,ACC-001608,2026-05-08,87,high,risk-model-v3.2,credential_stuffing
SCR-0003460,ACC-001608,2026-05-05,82,high,risk-model-v3.3,credential_stuffing
SCR-0003461,ACC-001187,2026-06-01,69,medium,risk-model-v3.3,anomalous_share_external
SCR-0003462,ACC-001187,2026-05-29,58,medium,risk-model-v3.4,anomalous_share_external
SCR-0003463,ACC-001187,2026-05-26,65,medium,risk-model-v3.4,anomalous_share_external
SCR-0003464,ACC-001187,2026-05-23,57,medium,risk-model-v3.3,anomalous_share_external
SCR-0003465,ACC-001187,2026-05-20,65,medium,risk-model-v3.3,anomalous_share_external
SCR-0003466,ACC-001187,2026-05-17,63,medium,risk-model-v3.3,anomalous_share_external
SCR-0003467,ACC-001187,2026-05-14,63,medium,risk-model-v3.4,anomalous_share_external
SCR-0003468,ACC-001187,2026-05-11,54,medium,risk-model-v3.3,anomalous_share_external
SCR-0003469,ACC-001187,2026-05-08,54,medium,risk-model-v3.4,anomalous_share_external
SCR-0003470,ACC-001187,2026-05-05,56,medium,risk-model-v3.4,anomalous_share_external
SCR-0003471,ACC-001254,2026-06-01,49,medium,risk-model-v3.4,mass_file_download
SCR-0003472,ACC-001254,2026-05-31,52,medium,risk-model-v3.2,mass_file_download
SCR-0003473,ACC-001254,2026-05-30,55,medium,risk-model-v3.4,mass_file_download
SCR-0003474,ACC-001254,2026-05-29,50,medium,risk-model-v3.4,mass_file_download
SCR-0003475,ACC-001254,2026-05-28,42,medium,risk-model-v3.2,mass_file_download
SCR-0003476,ACC-001254,2026-05-27,43,medium,risk-model-v3.4,mass_file_download
SCR-0003477,ACC-001254,2026-05-26,43,medium,risk-model-v3.2,mass_file_download
SCR-0003478,ACC-001254,2026-05-25,43,medium,risk-model-v3.4,mass_file_download
SCR-0003479,ACC-001254,2026-05-24,54,medium,risk-model-v3.2,mass_file_download
SCR-0003480,ACC-001254,2026-05-23,47,medium,risk-model-v3.2,mass_file_download
SCR-0003481,ACC-001254,2026-05-22,42,medium,risk-model-v3.4,mass_file_download
SCR-0003482,ACC-001254,2026-05-21,48,medium,risk-model-v3.4,mass_file_download
SCR-0003483,ACC-001254,2026-05-20,41,medium,risk-model-v3.4,mass_file_download
SCR-0003484,ACC-001254,2026-05-19,43,medium,risk-model-v3.3,mass_file_download
SCR-0003485,ACC-001254,2026-05-18,39,low,risk-model-v3.3,mass_file_download
SCR-0003486,ACC-001254,2026-05-17,47,medium,risk-model-v3.3,mass_file_download
SCR-0003487,ACC-001254,2026-05-16,54,medium,risk-model-v3.4,mass_file_download
SCR-0003488,ACC-001254,2026-05-15,51,medium,risk-model-v3.4,mass_file_download
SCR-0003489,ACC-001254,2026-05-14,39,low,risk-model-v3.4,mass_file_download
SCR-0003490,ACC-001254,2026-05-13,47,medium,risk-model-v3.3,mass_file_download
SCR-0003491,ACC-001254,2026-05-12,53,medium,risk-model-v3.4,mass_file_download
SCR-0003492,ACC-001254,2026-05-11,48,medium,risk-model-v3.4,mass_file_download
SCR-0003493,ACC-001254,2026-05-10,46,medium,risk-model-v3.2,mass_file_download
SCR-0003494,ACC-001254,2026-05-09,44,medium,risk-model-v3.2,mass_file_download
SCR-0003495,ACC-001254,2026-05-08,44,medium,risk-model-v3.3,mass_file_download
SCR-0003496,ACC-001254,2026-05-07,48,medium,risk-model-v3.3,mass_file_download
SCR-0003497,ACC-001254,2026-05-06,52,medium,risk-model-v3.3,mass_file_download
SCR-0003498,ACC-001254,2026-05-05,50,medium,risk-model-v3.4,mass_file_download
SCR-0003499,ACC-001254,2026-05-04,55,medium,risk-model-v3.3,mass_file_download
SCR-0003500,ACC-001254,2026-05-03,47,medium,risk-model-v3.2,mass_file_download
SCR-0003501,ACC-001181,2026-06-01,20,low,risk-model-v3.4,api_token_abuse
SCR-0003502,ACC-001181,2026-05-31,26,low,risk-model-v3.2,api_token_abuse
SCR-0003503,ACC-001181,2026-05-30,30,low,risk-model-v3.3,api_token_abuse
SCR-0003504,ACC-001181,2026-05-29,25,low,risk-model-v3.4,api_token_abuse
SCR-0003505,ACC-001181,2026-05-28,30,low,risk-model-v3.3,api_token_abuse
SCR-0003506,ACC-001181,2026-05-27,33,low,risk-model-v3.4,api_token_abuse
SCR-0003507,ACC-001181,2026-05-26,24,low,risk-model-v3.3,api_token_abuse
SCR-0003508,ACC-001181,2026-05-25,27,low,risk-model-v3.2,api_token_abuse
SCR-0003509,ACC-001181,2026-05-24,27,low,risk-model-v3.2,api_token_abuse
SCR-0003510,ACC-001181,2026-05-23,33,low,risk-model-v3.4,api_token_abuse
SCR-0003511,ACC-001181,2026-05-22,29,low,risk-model-v3.4,api_token_abuse
SCR-0003512,ACC-001181,2026-05-21,30,low,risk-model-v3.3,api_token_abuse
SCR-0003513,ACC-001181,2026-05-20,21,low,risk-model-v3.4,api_token_abuse
SCR-0003514,ACC-001181,2026-05-19,30,low,risk-model-v3.3,api_token_abuse
SCR-0003515,ACC-001181,2026-05-18,22,low,risk-model-v3.4,api_token_abuse
SCR-0003516,ACC-001181,2026-05-17,32,low,risk-model-v3.4,api_token_abuse
SCR-0003517,ACC-001181,2026-05-16,25,low,risk-model-v3.2,api_token_abuse
SCR-0003518,ACC-001181,2026-05-15,35,low,risk-model-v3.4,api_token_abuse
SCR-0003519,ACC-001181,2026-05-14,30,low,risk-model-v3.3,api_token_abuse
SCR-0003520,ACC-001181,2026-05-13,27,low,risk-model-v3.3,api_token_abuse
SCR-0003521,ACC-001181,2026-05-12,19,low,risk-model-v3.2,api_token_abuse
SCR-0003522,ACC-001181,2026-05-11,33,low,risk-model-v3.3,api_token_abuse
SCR-0003523,ACC-001181,2026-05-10,33,low,risk-model-v3.2,api_token_abuse
SCR-0003524,ACC-001181,2026-05-09,20,low,risk-model-v3.2,api_token_abuse
SCR-0003525,ACC-001181,2026-05-08,19,low,risk-model-v3.3,api_token_abuse
SCR-0003526,ACC-001181,2026-05-07,33,low,risk-model-v3.2,api_token_abuse
SCR-0003527,ACC-001181,2026-05-06,24,low,risk-model-v3.3,api_token_abuse
SCR-0003528,ACC-001181,2026-05-05,35,low,risk-model-v3.4,api_token_abuse
SCR-0003529,ACC-001181,2026-05-04,24,low,risk-model-v3.4,api_token_abuse
SCR-0003530,ACC-001181,2026-05-03,22,low,risk-model-v3.4,api_token_abuse
SCR-0003531,ACC-000571,2026-06-01,82,high,risk-model-v3.2,suspicious_oauth_grant
SCR-0003532,ACC-000571,2026-05-31,96,critical,risk-model-v3.2,suspicious_oauth_grant
SCR-0003533,ACC-000571,2026-05-30,92,critical,risk-model-v3.2,suspicious_oauth_grant
SCR-0003534,ACC-000571,2026-05-29,90,critical,risk-model-v3.2,suspicious_oauth_grant
SCR-0003535,ACC-000571,2026-05-28,90,critical,risk-model-v3.4,suspicious_oauth_grant
SCR-0003536,ACC-000571,2026-05-27,82,high,risk-model-v3.3,suspicious_oauth_grant
SCR-0003537,ACC-000571,2026-05-26,82,high,risk-model-v3.3,suspicious_oauth_grant
SCR-0003538,ACC-000571,2026-05-25,92,critical,risk-model-v3.2,suspicious_oauth_grant
SCR-0003539,ACC-000571,2026-05-24,91,critical,risk-model-v3.2,suspicious_oauth_grant
SCR-0003540,ACC-000571,2026-05-23,84,high,risk-model-v3.4,suspicious_oauth_grant
SCR-0003541,ACC-000571,2026-05-22,91,critical,risk-model-v3.4,suspicious_oauth_grant
SCR-0003542,ACC-000571,2026-05-21,85,high,risk-model-v3.2,suspicious_oauth_grant
SCR-0003543,ACC-000571,2026-05-20,91,critical,risk-model-v3.2,suspicious_oauth_grant
SCR-0003544,ACC-000571,2026-05-19,95,critical,risk-model-v3.3,suspicious_oauth_grant
SCR-0003545,ACC-000571,2026-05-18,97,critical,risk-model-v3.3,suspicious_oauth_grant
SCR-0003546,ACC-000571,2026-05-17,96,critical,risk-model-v3.3,suspicious_oauth_grant
SCR-0003547,ACC-000571,2026-05-16,98,critical,risk-model-v3.2,suspicious_oauth_grant
SCR-0003548,ACC-000571,2026-05-15,82,high,risk-model-v3.4,suspicious_oauth_grant
SCR-0003549,ACC-000571,2026-05-14,91,critical,risk-model-v3.3,suspicious_oauth_grant
SCR-0003550,ACC-000571,2026-05-13,85,high,risk-model-v3.3,suspicious_oauth_grant
SCR-0003551,ACC-000571,2026-05-12,87,high,risk-model-v3.2,suspicious_oauth_grant
SCR-0003552,ACC-000571,2026-05-11,90,critical,risk-model-v3.4,suspicious_oauth_grant
SCR-0003553,ACC-000571,2026-05-10,86,high,risk-model-v3.3,suspicious_oauth_grant
SCR-0003554,ACC-000571,2026-05-09,97,critical,risk-model-v3.3,suspicious_oauth_grant
SCR-0003555,ACC-000571,2026-05-08,96,critical,risk-model-v3.2,suspicious_oauth_grant
SCR-0003556,ACC-000571,2026-05-07,86,high,risk-model-v3.4,suspicious_oauth_grant
SCR-0003557,ACC-000571,2026-05-06,89,high,risk-model-v3.2,suspicious_oauth_grant
SCR-0003558,ACC-000571,2026-05-05,87,high,risk-model-v3.2,suspicious_oauth_grant
SCR-0003559,ACC-000571,2026-05-04,96,critical,risk-model-v3.2,suspicious_oauth_grant
SCR-0003560,ACC-000571,2026-05-03,83,high,risk-model-v3.4,suspicious_oauth_grant
SCR-0003561,ACC-001994,2026-06-01,30,low,risk-model-v3.2,new_device_burst
SCR-0003562,ACC-001994,2026-05-31,25,low,risk-model-v3.3,new_device_burst
SCR-0003563,ACC-001994,2026-05-30,23,low,risk-model-v3.4,new_device_burst
SCR-0003564,ACC-001994,2026-05-29,32,low,risk-model-v3.2,new_device_burst
SCR-0003565,ACC-001994,2026-05-28,29,low,risk-model-v3.3,new_device_burst
SCR-0003566,ACC-001994,2026-05-27,33,low,risk-model-v3.4,new_device_burst
SCR-0003567,ACC-001994,2026-05-26,36,low,risk-model-v3.4,new_device_burst
SCR-0003568,ACC-001994,2026-05-25,33,low,risk-model-v3.2,new_device_burst
SCR-0003569,ACC-001994,2026-05-24,27,low,risk-model-v3.4,new_device_burst
SCR-0003570,ACC-001994,2026-05-23,31,low,risk-model-v3.3,new_device_burst
SCR-0003571,ACC-001994,2026-05-22,31,low,risk-model-v3.2,new_device_burst
SCR-0003572,ACC-001994,2026-05-21,26,low,risk-model-v3.3,new_device_burst
SCR-0003573,ACC-001994,2026-05-20,31,low,risk-model-v3.3,new_device_burst
SCR-0003574,ACC-001994,2026-05-19,27,low,risk-model-v3.2,new_device_burst
SCR-0003575,ACC-001994,2026-05-18,23,low,risk-model-v3.2,new_device_burst
SCR-0003576,ACC-001994,2026-05-17,28,low,risk-model-v3.2,new_device_burst
SCR-0003577,ACC-001994,2026-05-16,32,low,risk-model-v3.3,new_device_burst
SCR-0003578,ACC-001994,2026-05-15,28,low,risk-model-v3.2,new_device_burst
SCR-0003579,ACC-001994,2026-05-14,33,low,risk-model-v3.2,new_device_burst
SCR-0003580,ACC-001994,2026-05-13,35,low,risk-model-v3.2,new_device_burst
SCR-0003581,ACC-001994,2026-05-12,32,low,risk-model-v3.3,new_device_burst
SCR-0003582,ACC-001994,2026-05-11,38,low,risk-model-v3.2,new_device_burst
SCR-0003583,ACC-001994,2026-05-10,35,low,risk-model-v3.3,new_device_burst
SCR-0003584,ACC-001994,2026-05-09,35,low,risk-model-v3.2,new_device_burst
SCR-0003585,ACC-001994,2026-05-08,38,low,risk-model-v3.4,new_device_burst
SCR-0003586,ACC-001994,2026-05-07,30,low,risk-model-v3.4,new_device_burst
SCR-0003587,ACC-001994,2026-05-06,29,low,risk-model-v3.4,new_device_burst
SCR-0003588,ACC-001994,2026-05-05,23,low,risk-model-v3.3,new_device_burst
SCR-0003589,ACC-001994,2026-05-04,27,low,risk-model-v3.4,new_device_burst
SCR-0003590,ACC-001994,2026-05-03,25,low,risk-model-v3.3,new_device_burst
SCR-0003591,ACC-001455,2026-06-01,53,medium,risk-model-v3.4,api_token_abuse
SCR-0003592,ACC-001455,2026-05-31,48,medium,risk-model-v3.4,api_token_abuse
SCR-0003593,ACC-001455,2026-05-30,46,medium,risk-model-v3.2,api_token_abuse
SCR-0003594,ACC-001455,2026-05-29,57,medium,risk-model-v3.4,api_token_abuse
SCR-0003595,ACC-001455,2026-05-28,49,medium,risk-model-v3.4,api_token_abuse
SCR-0003596,ACC-001455,2026-05-27,52,medium,risk-model-v3.4,api_token_abuse
SCR-0003597,ACC-001455,2026-05-26,55,medium,risk-model-v3.4,api_token_abuse
SCR-0003598,ACC-001455,2026-05-25,57,medium,risk-model-v3.4,api_token_abuse
SCR-0003599,ACC-001455,2026-05-24,53,medium,risk-model-v3.2,api_token_abuse
SCR-0003600,ACC-001455,2026-05-23,52,medium,risk-model-v3.2,api_token_abuse
SCR-0003601,ACC-001455,2026-05-22,50,medium,risk-model-v3.4,api_token_abuse
SCR-0003602,ACC-001455,2026-05-21,53,medium,risk-model-v3.3,api_token_abuse
SCR-0003603,ACC-001455,2026-05-20,45,medium,risk-model-v3.3,api_token_abuse
SCR-0003604,ACC-001455,2026-05-19,58,medium,risk-model-v3.3,api_token_abuse
SCR-0003605,ACC-001455,2026-05-18,50,medium,risk-model-v3.4,api_token_abuse
SCR-0003606,ACC-001455,2026-05-17,47,medium,risk-model-v3.2,api_token_abuse
SCR-0003607,ACC-001455,2026-05-16,52,medium,risk-model-v3.4,api_token_abuse
SCR-0003608,ACC-001455,2026-05-15,43,medium,risk-model-v3.4,api_token_abuse
SCR-0003609,ACC-001455,2026-05-14,53,medium,risk-model-v3.4,api_token_abuse
SCR-0003610,ACC-001455,2026-05-13,47,medium,risk-model-v3.3,api_token_abuse
SCR-0003611,ACC-001455,2026-05-12,44,medium,risk-model-v3.4,api_token_abuse
SCR-0003612,ACC-001455,2026-05-11,47,medium,risk-model-v3.2,api_token_abuse
SCR-0003613,ACC-001455,2026-05-10,44,medium,risk-model-v3.2,api_token_abuse
SCR-0003614,ACC-001455,2026-05-09,51,medium,risk-model-v3.4,api_token_abuse
SCR-0003615,ACC-001455,2026-05-08,48,medium,risk-model-v3.2,api_token_abuse
SCR-0003616,ACC-001455,2026-05-07,55,medium,risk-model-v3.2,api_token_abuse
SCR-0003617,ACC-001455,2026-05-06,57,medium,risk-model-v3.4,api_token_abuse
SCR-0003618,ACC-001455,2026-05-05,51,medium,risk-model-v3.4,api_token_abuse
SCR-0003619,ACC-001455,2026-05-04,50,medium,risk-model-v3.2,api_token_abuse
SCR-0003620,ACC-001455,2026-05-03,59,medium,risk-model-v3.2,api_token_abuse
