signal_id,account_id,signal_type,signal_value,weight,observed_at
SIG-0000664,ACC-001336,mfa_fatigue,0.106,0.83,2026-05-11 00:23:20
SIG-0000665,ACC-001336,impossible_travel,0.885,2.17,2026-04-20 12:14:10
SIG-0000666,ACC-000494,malware_callback,0.945,2.19,2026-03-20 06:03:06
SIG-0000667,ACC-000494,api_token_abuse,0.962,2.2,2026-04-22 06:50:03
SIG-0000668,ACC-001000,credential_stuffing,0.429,2.58,2026-05-26 09:52:34
SIG-0000669,ACC-001000,credential_stuffing,0.969,1.47,2026-05-23 08:00:08
SIG-0000670,ACC-001000,malware_callback,0.5,0.58,2026-05-15 14:06:28
SIG-0000671,ACC-001000,new_device_burst,0.56,4.17,2026-03-18 01:25:00
SIG-0000672,ACC-001020,new_device_burst,0.153,0.75,2026-04-07 15:38:20
SIG-0000673,ACC-001020,bulk_account_creation,0.167,0.92,2026-03-21 23:03:23
SIG-0000674,ACC-001020,anomalous_share_external,0.384,2.22,2026-03-31 10:34:13
SIG-0000675,ACC-001020,credential_stuffing,0.979,4.01,2026-05-09 00:51:56
SIG-0000676,ACC-001020,data_staging,0.597,1.96,2026-05-17 00:42:52
SIG-0000677,ACC-000418,impossible_travel,0.136,1.4,2026-05-19 21:41:32
SIG-0000678,ACC-000418,anomalous_share_external,0.206,4.94,2026-04-05 15:23:04
SIG-0000679,ACC-000418,anomalous_share_external,0.767,1.39,2026-05-09 19:23:35
SIG-0000680,ACC-000418,impossible_travel,0.602,0.94,2026-05-04 06:41:36
SIG-0000681,ACC-001735,mfa_fatigue,0.545,3.95,2026-05-03 19:38:54
SIG-0000682,ACC-001735,mfa_fatigue,0.262,3.51,2026-05-20 07:53:41
SIG-0000683,ACC-001735,new_device_burst,0.775,3.13,2026-04-05 11:14:54
SIG-0000684,ACC-001735,api_token_abuse,0.575,0.87,2026-04-04 13:43:58
SIG-0000685,ACC-001735,anomalous_share_external,0.96,4.91,2026-03-14 09:44:13
SIG-0000686,ACC-000232,impossible_travel,0.958,4.04,2026-04-04 07:39:13
SIG-0000687,ACC-000232,new_device_burst,0.237,4.47,2026-03-12 00:11:37
SIG-0000688,ACC-000124,anomalous_share_external,0.8,1.61,2026-03-22 23:28:47
SIG-0000689,ACC-000124,credential_stuffing,0.958,4.15,2026-05-24 21:29:09
SIG-0000690,ACC-000124,impossible_travel,0.693,1.78,2026-04-02 14:53:26
SIG-0000691,ACC-000124,impossible_travel,0.183,2.97,2026-04-22 02:27:21
SIG-0000692,ACC-001617,malware_callback,0.327,3.46,2026-03-25 00:35:54
SIG-0000693,ACC-001617,credential_stuffing,0.402,4.45,2026-03-14 06:26:51
SIG-0000694,ACC-001617,anomalous_share_external,0.852,2.71,2026-05-17 09:35:52
SIG-0000695,ACC-001617,off_hours_admin,0.356,3.45,2026-03-10 21:58:55
SIG-0000696,ACC-001617,mfa_fatigue,0.795,1.8,2026-04-21 14:07:36
SIG-0000697,ACC-001617,new_device_burst,0.328,0.82,2026-04-23 08:46:38
SIG-0000698,ACC-001943,malware_callback,0.153,0.59,2026-04-18 00:21:36
SIG-0000699,ACC-001943,malware_callback,0.294,3.58,2026-05-09 05:16:33
SIG-0000700,ACC-001943,data_staging,0.439,4.63,2026-04-12 21:42:57
SIG-0000701,ACC-001943,anomalous_share_external,0.456,1.25,2026-03-10 07:41:37
SIG-0000702,ACC-001943,mfa_fatigue,0.661,2.86,2026-04-18 23:27:51
SIG-0000703,ACC-000218,bulk_account_creation,0.698,2.3,2026-04-06 02:25:57
SIG-0000704,ACC-000218,api_token_abuse,0.387,2.56,2026-03-05 10:35:11
SIG-0000705,ACC-000218,bulk_account_creation,0.687,2.66,2026-04-06 15:45:17
SIG-0000706,ACC-001165,mfa_fatigue,0.684,0.77,2026-05-06 21:18:52
SIG-0000707,ACC-001165,malware_callback,0.405,3.7,2026-05-20 15:45:20
SIG-0000708,ACC-001385,malware_callback,0.549,2.22,2026-05-04 16:07:32
SIG-0000709,ACC-001554,mass_file_download,0.292,0.66,2026-05-26 19:12:01
SIG-0000710,ACC-001554,credential_stuffing,0.372,1.99,2026-05-17 09:02:04
SIG-0000711,ACC-001554,suspicious_oauth_grant,0.883,1.51,2026-04-11 03:40:31
SIG-0000712,ACC-001700,anomalous_share_external,0.562,4.75,2026-04-17 00:50:40
SIG-0000713,ACC-001700,impossible_travel,0.228,4.32,2026-05-25 19:57:25
SIG-0000714,ACC-001700,anomalous_share_external,0.516,1.68,2026-05-25 17:53:16
SIG-0000715,ACC-001700,api_token_abuse,0.363,3.44,2026-04-10 04:57:58
SIG-0000716,ACC-001700,credential_stuffing,0.266,4.9,2026-03-24 16:02:57
SIG-0000717,ACC-000185,anomalous_share_external,0.232,2.94,2026-04-16 09:56:18
SIG-0000718,ACC-000185,mass_file_download,0.881,2.8,2026-03-29 01:40:20
SIG-0000719,ACC-000185,malware_callback,0.631,1.22,2026-05-15 02:51:39
SIG-0000720,ACC-000185,credential_stuffing,0.412,2.65,2026-03-10 13:26:53
SIG-0000721,ACC-000819,bulk_account_creation,0.986,3.12,2026-04-11 21:02:04
SIG-0000722,ACC-000819,malware_callback,0.195,4.7,2026-03-14 12:22:25
SIG-0000723,ACC-000819,new_device_burst,0.484,4.99,2026-05-09 07:12:53
SIG-0000724,ACC-000819,new_device_burst,0.563,1.1,2026-05-02 04:12:57
SIG-0000725,ACC-000819,mass_file_download,0.243,3.98,2026-03-05 12:51:12
SIG-0000726,ACC-000819,off_hours_admin,0.253,1.81,2026-03-10 12:17:32
SIG-0000727,ACC-000819,api_token_abuse,0.441,4.12,2026-03-13 02:41:27
SIG-0000728,ACC-000819,geo_velocity,0.792,3.41,2026-05-13 23:27:27
SIG-0000729,ACC-001521,suspicious_oauth_grant,0.339,4.81,2026-05-28 16:01:41
SIG-0000730,ACC-001521,new_device_burst,0.431,1.55,2026-03-20 05:40:03
SIG-0000731,ACC-001521,new_device_burst,0.718,3.15,2026-03-11 05:23:27
SIG-0000732,ACC-001521,geo_velocity,0.428,2.8,2026-03-10 02:25:46
SIG-0000733,ACC-001521,mfa_fatigue,0.842,2.9,2026-05-13 05:44:36
SIG-0000734,ACC-001521,mfa_fatigue,0.909,2.46,2026-05-07 09:28:36
SIG-0000735,ACC-001521,malware_callback,0.868,0.67,2026-05-21 04:09:38
SIG-0000736,ACC-001521,new_device_burst,0.332,2.54,2026-05-23 19:59:44
SIG-0000737,ACC-001923,geo_velocity,0.239,1.63,2026-05-11 00:44:39
SIG-0000738,ACC-001923,credential_stuffing,0.528,4.41,2026-04-22 09:05:14
SIG-0000739,ACC-001923,geo_velocity,0.445,2.42,2026-05-22 18:16:32
SIG-0000740,ACC-001923,impossible_travel,0.354,3.4,2026-03-24 23:48:25
SIG-0000741,ACC-001923,malware_callback,0.173,1.07,2026-04-22 11:56:35
SIG-0000742,ACC-001923,geo_velocity,0.531,2.62,2026-04-03 11:40:43
SIG-0000743,ACC-000860,api_token_abuse,0.656,4.96,2026-04-05 21:14:28
SIG-0000744,ACC-000860,impossible_travel,0.99,4.86,2026-04-23 08:49:26
SIG-0000745,ACC-000860,anomalous_share_external,0.197,3.68,2026-03-23 11:48:42
SIG-0000746,ACC-000860,suspicious_oauth_grant,0.915,2.06,2026-04-02 21:31:50
SIG-0000747,ACC-000860,suspicious_oauth_grant,0.698,3.42,2026-05-12 12:15:44
SIG-0000748,ACC-000860,geo_velocity,0.906,1.95,2026-06-01 04:13:49
SIG-0000749,ACC-000860,mass_file_download,0.673,3.69,2026-05-01 13:59:45
SIG-0000750,ACC-000860,mfa_fatigue,0.127,0.76,2026-04-10 10:24:18
SIG-0000751,ACC-000860,mass_file_download,0.92,4.83,2026-05-01 23:03:29
SIG-0000752,ACC-000026,data_staging,0.254,2.38,2026-03-31 19:41:14
SIG-0000753,ACC-000026,data_staging,0.213,2.99,2026-04-06 11:21:00
SIG-0000754,ACC-000026,off_hours_admin,0.412,1.4,2026-03-16 17:11:28
SIG-0000755,ACC-000026,mfa_fatigue,0.224,1.71,2026-05-10 11:34:01
SIG-0000756,ACC-000026,data_staging,0.288,3.87,2026-03-10 05:57:22
SIG-0000757,ACC-000026,mfa_fatigue,0.468,3.68,2026-05-03 05:29:56
SIG-0000758,ACC-000251,data_staging,0.316,2.12,2026-04-09 15:46:51
SIG-0000759,ACC-000251,malware_callback,0.635,4.56,2026-03-20 15:11:57
SIG-0000760,ACC-000260,malware_callback,0.572,4.73,2026-05-22 05:06:36
SIG-0000761,ACC-000260,mfa_fatigue,0.774,3.37,2026-05-13 17:20:55
SIG-0000762,ACC-000260,off_hours_admin,0.135,1.54,2026-03-11 13:00:45
SIG-0000763,ACC-000260,anomalous_share_external,0.906,2.86,2026-05-20 03:43:31
SIG-0000764,ACC-000260,geo_velocity,0.323,3.93,2026-04-20 21:24:35
SIG-0000765,ACC-000260,off_hours_admin,0.715,3.96,2026-05-02 00:54:54
SIG-0000766,ACC-000260,anomalous_share_external,0.987,4.52,2026-04-20 10:45:25
SIG-0000767,ACC-000260,mass_file_download,0.812,1.25,2026-05-17 22:36:13
SIG-0000768,ACC-000260,anomalous_share_external,0.462,3.86,2026-05-29 09:27:25
SIG-0000769,ACC-000596,off_hours_admin,0.972,2.34,2026-04-26 09:37:05
SIG-0000770,ACC-000835,new_device_burst,0.761,1.7,2026-03-23 21:20:47
SIG-0000771,ACC-000835,credential_stuffing,0.657,4.11,2026-03-29 12:40:41
SIG-0000772,ACC-000835,impossible_travel,0.832,1.66,2026-04-24 14:02:01
SIG-0000773,ACC-000835,new_device_burst,0.299,2.63,2026-05-31 16:48:06
SIG-0000774,ACC-001409,new_device_burst,0.695,0.67,2026-03-28 11:41:30
SIG-0000775,ACC-001409,off_hours_admin,0.343,2.06,2026-04-25 14:11:28
SIG-0000776,ACC-001409,malware_callback,0.525,1.66,2026-03-28 18:27:10
SIG-0000777,ACC-001409,credential_stuffing,0.298,2.75,2026-05-14 04:37:51
SIG-0000778,ACC-001409,bulk_account_creation,0.218,0.72,2026-05-02 06:46:03
SIG-0000779,ACC-001409,new_device_burst,0.614,2.07,2026-05-17 03:48:54
SIG-0000780,ACC-001409,malware_callback,0.327,4.38,2026-04-18 14:54:09
SIG-0000781,ACC-001746,geo_velocity,0.373,3.75,2026-03-03 05:41:55
SIG-0000782,ACC-001746,anomalous_share_external,0.263,2.82,2026-05-10 06:35:22
SIG-0000783,ACC-001746,new_device_burst,0.728,3.11,2026-03-16 15:11:24
SIG-0000784,ACC-001746,geo_velocity,0.807,3.44,2026-03-21 02:49:37
SIG-0000785,ACC-001746,api_token_abuse,0.464,1.19,2026-03-04 01:16:10
SIG-0000786,ACC-001746,malware_callback,0.882,4.99,2026-03-17 20:28:56
SIG-0000787,ACC-001746,data_staging,0.425,0.95,2026-03-27 05:04:06
SIG-0000788,ACC-001746,api_token_abuse,0.945,2.27,2026-04-29 22:58:42
SIG-0000789,ACC-000955,new_device_burst,0.153,3.52,2026-03-20 08:25:47
SIG-0000790,ACC-000955,anomalous_share_external,0.639,1.73,2026-03-05 11:41:36
SIG-0000791,ACC-000955,malware_callback,0.951,2.84,2026-05-22 12:53:02
SIG-0000792,ACC-000955,new_device_burst,0.735,0.85,2026-04-02 23:00:08
SIG-0000793,ACC-000955,off_hours_admin,0.226,1.34,2026-05-19 20:03:18
SIG-0000794,ACC-000955,suspicious_oauth_grant,0.935,2.79,2026-03-13 11:23:58
SIG-0000795,ACC-000955,malware_callback,0.185,0.9,2026-03-05 22:25:51
SIG-0000796,ACC-001911,suspicious_oauth_grant,0.893,1.7,2026-03-04 10:38:17
SIG-0000797,ACC-001911,new_device_burst,0.807,0.77,2026-05-05 02:10:51
SIG-0000798,ACC-001911,api_token_abuse,0.513,1.46,2026-05-09 01:13:09
SIG-0000799,ACC-001911,off_hours_admin,0.579,0.72,2026-04-15 01:23:49
SIG-0000800,ACC-001911,bulk_account_creation,0.79,2.08,2026-04-13 06:16:09
SIG-0000801,ACC-001911,off_hours_admin,0.133,3.14,2026-04-10 18:23:37
SIG-0000802,ACC-001911,malware_callback,0.101,1.47,2026-03-22 02:40:24
SIG-0000803,ACC-001911,credential_stuffing,0.301,0.54,2026-04-19 12:36:20
SIG-0000804,ACC-000177,anomalous_share_external,0.388,2.38,2026-03-27 22:54:20
SIG-0000805,ACC-000177,off_hours_admin,0.848,0.74,2026-04-27 16:13:23
SIG-0000806,ACC-000177,suspicious_oauth_grant,0.854,4.03,2026-03-07 05:26:18
SIG-0000807,ACC-000177,data_staging,0.276,2.11,2026-04-13 02:10:03
SIG-0000808,ACC-000177,new_device_burst,0.532,3.78,2026-05-21 08:13:45
SIG-0000809,ACC-000177,geo_velocity,0.567,3.97,2026-05-21 06:04:58
SIG-0000810,ACC-000177,data_staging,0.479,2.04,2026-05-22 09:32:35
SIG-0000811,ACC-001460,mfa_fatigue,0.31,0.84,2026-03-28 23:32:59
SIG-0000812,ACC-001460,bulk_account_creation,0.118,2.56,2026-04-30 09:12:56
SIG-0000813,ACC-001460,off_hours_admin,0.916,1.48,2026-05-31 12:49:52
SIG-0000814,ACC-000659,new_device_burst,0.101,3.42,2026-05-12 21:41:29
SIG-0000815,ACC-000555,off_hours_admin,0.777,3.02,2026-04-10 00:40:51
SIG-0000816,ACC-001244,new_device_burst,0.104,4.72,2026-05-01 18:35:11
SIG-0000817,ACC-001244,off_hours_admin,0.711,0.53,2026-04-03 11:46:19
SIG-0000818,ACC-001608,malware_callback,0.753,2.29,2026-05-27 06:47:24
SIG-0000819,ACC-001608,malware_callback,0.502,4.64,2026-03-19 12:18:20
SIG-0000820,ACC-001608,geo_velocity,0.523,4.5,2026-04-20 23:25:06
SIG-0000821,ACC-001608,api_token_abuse,0.543,3.7,2026-03-03 06:06:48
SIG-0000822,ACC-001608,new_device_burst,0.445,0.58,2026-05-07 20:31:46
SIG-0000823,ACC-001608,credential_stuffing,0.901,2.11,2026-04-06 01:01:28
SIG-0000824,ACC-001608,credential_stuffing,0.489,4.06,2026-05-14 23:52:43
SIG-0000825,ACC-001187,anomalous_share_external,0.826,2.64,2026-05-08 02:14:57
SIG-0000826,ACC-001187,credential_stuffing,0.302,1.38,2026-04-08 01:56:19
SIG-0000827,ACC-001254,data_staging,0.26,2.32,2026-03-13 18:47:46
SIG-0000828,ACC-001254,api_token_abuse,0.443,1.2,2026-03-14 15:39:29
SIG-0000829,ACC-001254,impossible_travel,0.155,2.38,2026-03-21 08:00:16
SIG-0000830,ACC-001254,suspicious_oauth_grant,0.889,1.02,2026-04-28 12:25:17
SIG-0000831,ACC-001254,mass_file_download,0.346,4.89,2026-03-25 09:23:31
SIG-0000832,ACC-001181,mass_file_download,0.32,2.56,2026-05-19 23:03:26
SIG-0000833,ACC-001181,api_token_abuse,0.144,3.05,2026-03-03 01:15:54
SIG-0000834,ACC-001181,credential_stuffing,0.948,1.09,2026-04-30 03:20:22
SIG-0000835,ACC-000571,suspicious_oauth_grant,0.487,3.04,2026-03-10 23:43:17
SIG-0000836,ACC-000571,malware_callback,0.132,3.95,2026-04-15 09:24:42
SIG-0000837,ACC-001994,new_device_burst,0.604,3.38,2026-05-15 14:15:01
SIG-0000838,ACC-001994,suspicious_oauth_grant,0.992,4.75,2026-04-08 17:37:05
SIG-0000839,ACC-001994,anomalous_share_external,0.615,3.39,2026-05-10 19:22:49
SIG-0000840,ACC-001994,api_token_abuse,0.562,2.31,2026-05-29 14:33:42
SIG-0000841,ACC-001994,impossible_travel,0.733,4.26,2026-03-06 07:31:25
SIG-0000842,ACC-001994,geo_velocity,0.603,0.91,2026-04-24 01:53:37
SIG-0000843,ACC-001994,impossible_travel,0.534,1.56,2026-03-28 09:23:18
SIG-0000844,ACC-001994,api_token_abuse,0.945,2.6,2026-05-16 01:25:10
SIG-0000845,ACC-001994,impossible_travel,0.679,3.24,2026-05-27 01:20:34
SIG-0000846,ACC-001455,new_device_burst,0.376,4.06,2026-05-16 13:56:20
SIG-0000847,ACC-001455,api_token_abuse,0.808,1.25,2026-05-01 01:07:20
SIG-0000848,ACC-001455,api_token_abuse,0.151,1.21,2026-03-20 22:41:07
SIG-0000849,ACC-001455,off_hours_admin,0.206,1.95,2026-04-29 05:49:03
SIG-0000850,ACC-001455,suspicious_oauth_grant,0.693,3.36,2026-03-12 15:04:38
SIG-0000851,ACC-001455,mfa_fatigue,0.349,2.62,2026-04-25 14:33:06
SIG-0000852,ACC-001455,off_hours_admin,0.894,2.01,2026-03-26 08:08:25
SIG-0000853,ACC-001012,impossible_travel,0.88,2.86,2026-04-06 10:16:39
SIG-0000854,ACC-001012,credential_stuffing,0.251,2.24,2026-03-19 19:10:42
SIG-0000855,ACC-001012,new_device_burst,0.83,4.29,2026-04-22 12:33:32
SIG-0000856,ACC-001012,malware_callback,0.896,3.03,2026-03-29 04:15:42
SIG-0000857,ACC-001012,bulk_account_creation,0.46,3.17,2026-03-21 04:15:31
SIG-0000858,ACC-001012,mass_file_download,0.257,1.74,2026-05-23 21:04:39
SIG-0000859,ACC-001012,data_staging,0.396,1.74,2026-03-12 17:13:03
SIG-0000860,ACC-000960,api_token_abuse,0.177,2.87,2026-05-29 13:35:25
SIG-0000861,ACC-000960,new_device_burst,0.566,2.03,2026-05-04 09:32:19
SIG-0000862,ACC-000960,geo_velocity,0.194,3.63,2026-05-08 10:06:30
SIG-0000863,ACC-000187,new_device_burst,0.52,3.64,2026-05-25 03:59:26
SIG-0000864,ACC-000187,anomalous_share_external,0.864,3.2,2026-06-01 14:42:50
SIG-0000865,ACC-000187,impossible_travel,0.555,3.49,2026-05-21 05:03:56
SIG-0000866,ACC-000079,mfa_fatigue,0.318,2.53,2026-05-12 05:51:36
SIG-0000867,ACC-000079,anomalous_share_external,0.643,3.51,2026-03-03 08:10:01
SIG-0000868,ACC-000079,malware_callback,0.985,2.1,2026-05-30 12:32:02
SIG-0000869,ACC-001687,mass_file_download,0.851,4.41,2026-04-01 22:32:42
SIG-0000870,ACC-001687,api_token_abuse,0.306,3.69,2026-03-06 00:45:37
SIG-0000871,ACC-001687,api_token_abuse,0.176,3.52,2026-04-01 18:49:37
SIG-0000872,ACC-001687,geo_velocity,0.928,2.2,2026-04-13 02:27:39
SIG-0000873,ACC-001687,new_device_burst,0.172,2.31,2026-04-27 20:53:15
SIG-0000874,ACC-001687,mfa_fatigue,0.774,2.17,2026-04-25 05:57:29
SIG-0000875,ACC-001042,malware_callback,0.972,3.26,2026-05-19 03:47:14
SIG-0000876,ACC-001042,anomalous_share_external,0.592,4.85,2026-04-11 07:52:48
SIG-0000877,ACC-001042,impossible_travel,0.411,1.37,2026-04-27 02:46:04
SIG-0000878,ACC-001042,mfa_fatigue,0.954,1.25,2026-03-23 17:30:52
SIG-0000879,ACC-001042,impossible_travel,0.234,4.99,2026-05-10 08:20:44
SIG-0000880,ACC-001042,geo_velocity,0.89,3.47,2026-03-30 12:19:54
SIG-0000881,ACC-001042,anomalous_share_external,0.68,1.05,2026-05-23 13:27:57
SIG-0000882,ACC-001042,geo_velocity,0.459,1.22,2026-05-22 18:32:04
SIG-0000883,ACC-001042,mass_file_download,0.407,4.25,2026-05-03 10:29:35
SIG-0000884,ACC-001916,suspicious_oauth_grant,0.761,3.79,2026-03-25 17:21:50
SIG-0000885,ACC-001916,api_token_abuse,0.646,4.14,2026-03-15 23:00:02
SIG-0000886,ACC-001916,malware_callback,0.622,2.31,2026-03-17 20:26:03
SIG-0000887,ACC-001916,bulk_account_creation,0.361,4.32,2026-04-02 03:11:05
SIG-0000888,ACC-001916,malware_callback,0.461,2.09,2026-03-24 22:43:19
SIG-0000889,ACC-001916,mass_file_download,0.763,2.44,2026-04-25 06:11:04
SIG-0000890,ACC-001916,bulk_account_creation,0.463,3.71,2026-03-30 01:30:10
SIG-0000891,ACC-001916,off_hours_admin,0.874,1.25,2026-04-24 12:32:10
SIG-0000892,ACC-001916,anomalous_share_external,0.864,2.61,2026-05-08 10:18:06
SIG-0000893,ACC-001316,credential_stuffing,0.756,2.97,2026-05-01 22:22:42
SIG-0000894,ACC-001530,anomalous_share_external,0.385,4.01,2026-04-01 09:00:29
SIG-0000895,ACC-001530,credential_stuffing,0.245,1.26,2026-04-27 05:12:10
SIG-0000896,ACC-001530,malware_callback,0.571,0.92,2026-03-28 04:14:57
SIG-0000897,ACC-001530,off_hours_admin,0.445,0.82,2026-03-31 23:49:20
SIG-0000898,ACC-001530,mass_file_download,0.677,3.85,2026-04-02 01:21:53
SIG-0000899,ACC-001530,suspicious_oauth_grant,0.641,2.23,2026-03-22 15:49:17
SIG-0000900,ACC-001530,data_staging,0.678,1.54,2026-04-28 06:08:07
SIG-0000901,ACC-001530,mass_file_download,0.206,0.69,2026-05-23 05:22:49
SIG-0000902,ACC-000735,data_staging,0.717,4.09,2026-04-30 08:09:38
SIG-0000903,ACC-000735,mass_file_download,0.352,4.01,2026-04-13 02:16:55
SIG-0000904,ACC-000735,malware_callback,0.272,1.03,2026-03-26 10:58:43
SIG-0000905,ACC-000735,impossible_travel,0.632,4.25,2026-05-15 21:43:14
SIG-0000906,ACC-000735,mass_file_download,0.46,2.34,2026-05-11 00:02:52
SIG-0000907,ACC-000588,suspicious_oauth_grant,0.123,1.36,2026-04-02 13:17:14
SIG-0000908,ACC-000588,new_device_burst,0.284,1.6,2026-04-24 19:50:11
SIG-0000909,ACC-000588,credential_stuffing,0.567,0.95,2026-05-19 08:33:03
SIG-0000910,ACC-000588,mass_file_download,0.891,4.07,2026-05-10 03:44:15
SIG-0000911,ACC-000588,bulk_account_creation,0.917,4.94,2026-05-12 14:22:26
SIG-0000912,ACC-000546,geo_velocity,0.583,1.97,2026-04-23 01:26:32
SIG-0000913,ACC-000546,anomalous_share_external,0.966,1.42,2026-03-26 16:56:23
SIG-0000914,ACC-000546,credential_stuffing,0.171,2.97,2026-05-12 06:16:02
SIG-0000915,ACC-000546,suspicious_oauth_grant,0.473,1.89,2026-04-08 15:13:36
SIG-0000916,ACC-000546,credential_stuffing,0.721,2.8,2026-05-13 08:04:23
SIG-0000917,ACC-000976,mass_file_download,0.714,0.98,2026-04-26 19:38:22
SIG-0000918,ACC-000976,suspicious_oauth_grant,0.246,4.0,2026-04-27 03:48:21
SIG-0000919,ACC-000976,api_token_abuse,0.433,2.56,2026-04-08 07:49:24
SIG-0000920,ACC-000976,off_hours_admin,0.514,2.29,2026-05-28 09:58:51
SIG-0000921,ACC-000976,mass_file_download,0.771,1.15,2026-05-21 13:31:57
SIG-0000922,ACC-000133,malware_callback,0.237,3.24,2026-03-16 11:14:31
SIG-0000923,ACC-000133,data_staging,0.909,3.75,2026-06-01 12:08:45
SIG-0000924,ACC-000133,suspicious_oauth_grant,0.511,0.95,2026-05-16 23:11:37
SIG-0000925,ACC-000133,suspicious_oauth_grant,0.137,3.72,2026-04-17 15:50:26
SIG-0000926,ACC-000133,impossible_travel,0.84,1.34,2026-04-13 05:24:30
SIG-0000927,ACC-000133,credential_stuffing,0.975,1.31,2026-03-24 22:39:31
SIG-0000928,ACC-000133,data_staging,0.495,2.84,2026-03-11 09:20:26
SIG-0000929,ACC-000451,impossible_travel,0.474,3.47,2026-05-10 19:16:32
SIG-0000930,ACC-000451,geo_velocity,0.787,1.88,2026-05-03 16:38:00
SIG-0000931,ACC-000451,data_staging,0.351,0.69,2026-04-08 00:40:15
SIG-0000932,ACC-000451,anomalous_share_external,0.716,0.83,2026-04-03 09:05:23
SIG-0000933,ACC-000451,anomalous_share_external,0.851,4.61,2026-05-20 02:05:07
SIG-0000934,ACC-000451,api_token_abuse,0.796,3.65,2026-04-26 04:38:06
SIG-0000935,ACC-000451,api_token_abuse,0.819,1.87,2026-04-26 03:16:23
SIG-0000936,ACC-001939,suspicious_oauth_grant,0.261,1.36,2026-04-17 10:00:43
SIG-0000937,ACC-001939,api_token_abuse,0.783,3.89,2026-05-09 00:55:36
SIG-0000938,ACC-001939,credential_stuffing,0.415,2.17,2026-05-20 01:32:14
SIG-0000939,ACC-001939,geo_velocity,0.751,4.07,2026-04-30 04:41:28
SIG-0000940,ACC-001939,new_device_burst,0.246,1.37,2026-05-11 21:44:23
SIG-0000941,ACC-001939,new_device_burst,0.281,3.33,2026-04-06 19:18:19
SIG-0000942,ACC-001939,geo_velocity,0.511,4.47,2026-04-07 02:12:42
SIG-0000943,ACC-001939,anomalous_share_external,0.343,0.58,2026-03-17 08:32:48
SIG-0000944,ACC-001939,bulk_account_creation,0.105,3.77,2026-05-07 05:41:23
SIG-0000945,ACC-001743,credential_stuffing,0.272,3.12,2026-04-02 00:57:16
SIG-0000946,ACC-001743,mass_file_download,0.988,4.86,2026-03-24 14:17:08
SIG-0000947,ACC-001743,geo_velocity,0.758,1.13,2026-04-30 12:58:20
SIG-0000948,ACC-001743,bulk_account_creation,0.841,2.8,2026-05-01 00:08:04
SIG-0000949,ACC-001743,api_token_abuse,0.986,4.93,2026-03-07 08:04:12
SIG-0000950,ACC-001743,new_device_burst,0.893,2.38,2026-04-14 03:47:56
SIG-0000951,ACC-001743,data_staging,0.508,4.75,2026-04-13 08:53:18
SIG-0000952,ACC-001438,off_hours_admin,0.668,4.24,2026-04-23 06:12:00
SIG-0000953,ACC-001438,impossible_travel,0.14,1.39,2026-03-18 18:31:33
SIG-0000954,ACC-001407,off_hours_admin,0.338,0.71,2026-04-27 14:59:29
SIG-0000955,ACC-001407,api_token_abuse,0.81,3.67,2026-04-21 21:40:49
SIG-0000956,ACC-001407,api_token_abuse,0.942,3.89,2026-04-29 02:34:53
SIG-0000957,ACC-001407,bulk_account_creation,0.684,0.5,2026-03-25 06:03:40
SIG-0000958,ACC-001407,suspicious_oauth_grant,0.864,3.31,2026-05-03 17:02:17
SIG-0000959,ACC-001407,off_hours_admin,0.198,2.24,2026-03-29 05:44:52
SIG-0000960,ACC-001407,anomalous_share_external,0.463,2.98,2026-03-29 11:36:18
SIG-0000961,ACC-001407,api_token_abuse,0.537,1.98,2026-04-08 09:39:37
SIG-0000962,ACC-001407,suspicious_oauth_grant,0.919,1.87,2026-05-23 02:43:29
SIG-0000963,ACC-001590,credential_stuffing,0.262,1.8,2026-03-27 03:10:43
SIG-0000964,ACC-001590,malware_callback,0.522,4.73,2026-03-15 21:10:04
SIG-0000965,ACC-001590,suspicious_oauth_grant,0.896,4.9,2026-03-25 09:22:27
SIG-0000966,ACC-001590,bulk_account_creation,0.143,2.13,2026-05-20 19:06:07
SIG-0000967,ACC-001590,anomalous_share_external,0.549,0.53,2026-04-23 18:22:52
SIG-0000968,ACC-001590,mfa_fatigue,0.693,2.74,2026-04-28 22:53:22
SIG-0000969,ACC-001590,geo_velocity,0.976,3.2,2026-05-12 18:47:05
SIG-0000970,ACC-001590,data_staging,0.58,1.05,2026-03-20 04:49:31
SIG-0000971,ACC-001984,impossible_travel,0.122,1.72,2026-03-20 16:52:29
SIG-0000972,ACC-001984,mfa_fatigue,0.766,4.63,2026-03-10 04:59:15
SIG-0000973,ACC-001984,credential_stuffing,0.118,4.47,2026-05-07 13:35:05
SIG-0000974,ACC-001984,anomalous_share_external,0.324,2.06,2026-03-28 12:34:15
SIG-0000975,ACC-000998,geo_velocity,0.608,2.87,2026-03-09 08:13:00
SIG-0000976,ACC-000998,anomalous_share_external,0.255,3.33,2026-05-01 03:23:36
SIG-0000977,ACC-000998,malware_callback,0.379,2.66,2026-05-16 10:32:04
SIG-0000978,ACC-000998,data_staging,0.979,4.31,2026-05-29 02:48:33
SIG-0000979,ACC-000998,off_hours_admin,0.331,4.49,2026-03-18 02:36:17
SIG-0000980,ACC-000998,malware_callback,0.36,2.64,2026-05-25 12:15:19
SIG-0000981,ACC-000998,data_staging,0.905,2.62,2026-04-13 07:25:47
SIG-0000982,ACC-001153,credential_stuffing,0.25,3.19,2026-05-17 02:04:19
